,index,DateTime,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Enthalpy [J/kg](Hourly),ZONE1 PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),ZONE1 FRIDGE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 RANGE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Operative Temperature [C](Hourly),ZONE1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE1:Zone Air Temperature [C](Hourly),ZONE1:Zone Air Relative Humidity [%](Hourly),ZONE1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),ZONE1 OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE1:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),EXHAUSTFANSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),DCINTERLOCK:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),ZONE1_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),ZONE1_TB SCHEDULE:Schedule Value [](Hourly),ZONE1_VANOS:Schedule Value [](Hourly),ZONE1_VANOSLIMIT:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),ZONE1_PTHP:Zone Packaged Terminal Heat Pump Total Cooling Rate [W](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly),ZONE1_ERV_SUPPLY:System Node Enthalpy [J/kg](Hourly),ZONE1_MECH_AIR_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_RETURN:System Node Enthalpy [J/kg](Hourly),ZONE1_ERV_EXHAUST:System Node Enthalpy [J/kg](Hourly),ZONE1_MECH_AIR_INLET:System Node Enthalpy [J/kg](Hourly),ZONE1_ZONE_AIR_NODE:System Node Enthalpy [J/kg](Hourly),ZONE1_OA_1:System Node Enthalpy [J/kg](Hourly),ZONE1_OA_2:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_FAN_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_DX_COOL_COIL_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_DX_HEAT_COIL_OUTLET:System Node Enthalpy [J/kg](Hourly) ,Date2,Time,Date
5351,5543,1900-08-11 23:00:00,30.375,13.0,34.25,56658.852387571205,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.268697647194656,29.3512156618584,18.78839995879373,0.0,29.433733676522134,52.77582440416977,1362.3397639823788,187545.20547945204,0.0,28.034258349562467,30.63289509051615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.1486281998413617,0.0,73003560.48556566,0.0,0.0,3600.0,29442.989459818964,67794.9333355971,67794.9333355971,67794.9333355971,67794.9333355971,67999.55192389007,67794.9333355971,56648.55053114239,67794.9333355971,67794.9333355971,67794.9333355971,08/11,23:00:00,08/11
5352,5544,1900-08-12 00:00:00,28.75,13.0,38.125,55342.67101474751,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.111701186445327,29.05660840180264,17.879738688497447,1.3634429565507555,29.001515617159964,51.38716060771184,1210.807441834886,187545.20547945204,0.0,27.65834585442569,29.992599175226577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.25,-0.0474426167639201,0.0,80476087.5754748,0.0,0.0,3600.0,29442.989459818964,66453.24135710507,66453.24135710507,66453.24135710507,66453.24135710507,65727.4784095287,66453.24135710507,55332.36661297156,66453.24135710507,66453.24135710507,66453.24135710507,08/12,00:00:00,08/12
5353,5545,1900-08-12 01:00:00,28.0,14.25,43.125,56848.31877894956,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.62452121310055,28.1598377786607,13.806280023263938,0.0,27.695154344220857,42.57174027410469,671.8382727572209,1885850.42438949,0.0,26.24818806340628,27.457087034248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.4775931934046475,0.0,138336326.75472897,0.0,1951.5937672441687,3600.0,29442.989459818964,51343.819511613445,55388.31547554328,55388.31547554328,55388.31547554328,55601.35515951464,55388.31547554328,56837.99771890609,55453.05110043237,51343.819511613445,51343.819511613445,08/12,01:00:00,08/12
5354,5546,1900-08-12 02:00:00,28.0,15.0,45.0,58111.06839235057,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.518554506874175,28.57383216807301,14.95809567411007,0.0,28.62910982927185,43.36312947277386,772.7360463728251,187545.20547945204,0.0,26.67176835891274,28.52920339139805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.6470298911883372,0.0,105996283.98622449,0.0,0.0,3600.0,29442.989459818964,58206.62487933579,58206.62487933579,58206.62487933579,58206.62487933579,58741.87900692927,58206.62487933579,58100.73808064549,58206.62487933579,58206.62487933579,58206.62487933579,08/12,02:00:00,08/12
5355,5547,1900-08-12 03:00:00,27.375,15.625,48.75,58801.710463752286,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.422139243662865,28.486822115681253,15.978320573147933,0.0,28.551504987699648,46.50476026102704,857.6169828184961,187545.20547945204,0.0,26.72296407211005,28.739422467468657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.9547887938866833,0.0,108487598.3663671,0.0,0.0,3600.0,29442.989459818964,60239.01489474061,60239.01489474061,60239.01489474061,60239.01489474061,60716.26942158036,60239.01489474061,58791.37038545018,60239.01489474061,60239.01489474061,60239.01489474061,08/12,03:00:00,08/12
5356,5548,1900-08-12 04:00:00,26.375,16.0,52.875,58508.29883934135,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.307033891507608,28.3615551475981,16.907161830525272,0.0,28.4160764036886,49.72653632409735,950.8186176183808,187545.20547945204,0.0,26.74153442782762,28.90324288132227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.82784713785205,0.0,113116921.8034246,0.0,0.0,3600.0,29442.989459818964,62125.15977804684,62125.15977804684,62125.15977804684,62125.15977804684,62568.96987623304,62125.15977804684,58497.95337618014,62125.15977804684,62125.15977804684,62125.15977804684,08/12,04:00:00,08/12
5357,5549,1900-08-12 05:00:00,26.0,16.625,56.5,59579.44101793468,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.199193592764928,28.24087839662747,17.71750404930352,0.0,28.282563200490006,52.74732012124409,1025.6533696909396,186632.816202541,0.0,26.754825310105204,29.051637326813932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-2.3073903661350013,0.0,118307199.29570526,0.0,0.0,2700.0,29442.989459818964,63818.89859642903,63818.89859642903,63818.89859642903,63818.89859642903,64234.790156145566,63818.89859642903,59569.08486646898,63818.89859642903,63818.89859642903,63818.89859642903,08/12,05:00:00,08/12
5358,5550,1900-08-12 06:00:00,26.625,15.75,51.75,58468.46478069629,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.19718947431512,28.112501674622067,17.610038413280503,1.3724012866109874,28.02781387492902,53.21790474997985,945.2591862385024,189740.2933938994,0.0,26.649474964309608,28.850038265052895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.25,-1.909615376090048,0.0,119111070.58849746,0.0,0.0,0.0,29442.989459818964,64049.61883799679,64049.61883799679,64049.61883799679,64049.61883799679,63787.775194982285,64102.97928616048,58458.12149295307,64049.61883799679,64049.61883799679,64049.61883799679,08/12,06:00:00,08/12
5359,5551,1900-08-12 07:00:00,28.875,16.875,48.625,63138.25422239432,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,27.97842042124857,27.475520758793802,15.12014449348114,0.0,26.972621096339044,48.31035225170611,623.2947515923769,1722121.3889074149,0.0,25.73958345979414,27.11680536679375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.1986621463757576,0.0,158065617.3349807,0.0,1790.2420657503644,0.0,29442.989459818964,52961.46355876196,57117.54218110276,57117.54218110276,57117.54218110276,57258.54919778747,57117.54218110276,63127.89368789885,57170.65871099904,52961.46355876196,52961.46355876196,08/12,07:00:00,08/12
5360,5552,1900-08-12 08:00:00,30.625,18.0,47.125,67375.38492087269,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.21702073787811,28.269799033117135,15.929439224948103,0.0,28.32257732835616,46.97344807706028,692.7107614793972,182625.78489933495,0.0,26.503349695630988,28.536147979293535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,2.203299941786845,0.0,122866209.99052,0.0,0.0,0.0,29442.989459818964,59717.96972979543,59717.96972979543,59717.96972979543,59717.96972979543,60273.94307098421,59717.96972979543,67365.00657012913,59717.96972979543,59717.96972979543,59717.96972979543,08/12,08:00:00,08/12
5361,5553,1900-08-12 09:00:00,32.25,15.5,37.25,63969.80658029848,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.484217775019975,28.60083839489285,16.954643646521273,0.0,28.717459014765733,49.00592865290376,794.9307389526867,182087.19526271225,0.0,26.95794500807038,29.1923835027021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3.1208308968488456,0.0,106637469.9099692,0.0,0.0,0.0,29442.989459818964,62283.50734866123,62283.50734866123,62283.50734866123,62283.50734866123,62846.59265398543,62283.50734866123,63959.46533909156,62283.50734866123,62283.50734866123,62283.50734866123,08/12,09:00:00,08/12
5362,5554,1900-08-12 10:00:00,33.625,14.625,32.0,63141.60585698805,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.808462393198724,28.9457642904719,17.53445113963845,0.0,29.083066187745082,49.77210476428505,874.9501963055365,181674.6159194527,0.0,27.38036186234399,29.74148833710602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,4.373359911616421,0.0,92380733.46947068,0.0,0.0,0.0,29442.989459818964,64133.1659527963,64133.1659527963,64133.1659527963,64133.1659527963,64505.41362581525,64133.1659527963,63131.28097810007,64133.1659527963,64133.1659527963,64133.1659527963,08/12,10:00:00,08/12
5363,5555,1900-08-12 11:00:00,34.625,15.625,32.0,65903.70159871185,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.12762336855957,29.270692633932384,18.06881636862331,0.0,29.413761899305207,50.50291944684665,943.4535187385316,181404.3040794205,0.0,27.789551191422607,30.283168145440182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,5.0474889226331765,0.0,79212847.10257757,0.0,0.0,0.0,29442.989459818964,65701.53212214894,65701.53212214894,65701.53212214894,65701.53212214894,66107.80148481585,65701.53212214894,65893.36406218293,65701.53212214894,65701.53212214894,65701.53212214894,08/12,11:00:00,08/12
5364,5556,1900-08-12 12:00:00,35.625,16.0,31.375,68088.48525898789,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.42477598383017,29.56204562326568,18.615277274973423,0.0,29.69931526270118,51.41275939887895,998.329763358464,181391.4570678667,0.0,28.178757103821493,30.824242135304168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,5.737177284730275,0.0,66079458.88627142,0.0,0.0,0.0,29442.989459818964,67304.52246905441,67304.52246905441,67304.52246905441,67304.52246905441,67724.17602513934,67304.52246905441,68078.13928905464,67304.52246905441,67304.52246905441,67304.52246905441,08/12,12:00:00,08/12
5365,5557,1900-08-12 13:00:00,37.25,14.75,26.625,67338.32557419525,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.729069417001867,29.85139262058682,18.923654894110452,0.0,29.97371582417178,51.594390874083686,1039.0382209538682,583432.5801086682,0.0,28.522673645116974,31.26474234677205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,6.829082708935554,0.0,53546112.19361812,0.0,313.7996823752011,0.0,29442.989459818964,56720.8992169358,68793.70205378538,68793.70205378538,68793.70205378538,68788.76385672828,68793.70205378538,67327.99721928866,69799.73893757832,56720.8992169358,56720.8992169358,08/12,13:00:00,08/12
5366,5558,1900-08-12 14:00:00,38.0,13.375,23.375,65583.8498615931,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.998111767297576,29.998472142623267,17.928862587018884,0.0,29.99883251794896,48.41526456789157,994.8696287151436,1337089.91652327,0.0,28.475362190245775,30.80655607605502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.001060583873295,0.0,50029107.75355619,0.0,999.8282805635909,0.0,29442.989459818964,50673.23249410362,67239.77266883611,67239.77266883611,67239.77266883611,66471.97473685566,67239.77266883611,65573.5398715897,67589.0138000969,50673.23249410362,50673.23249410362,08/12,14:00:00,08/12
5367,5559,1900-08-12 15:00:00,38.0,13.0,23.0,65148.07622435908,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.211482852609898,30.104978857788467,16.6625900345555,0.0,29.998474862967036,44.68557845674239,936.8563168861332,1654794.2290895013,0.0,28.354595703643383,30.27334195863216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.001512264646951,0.0,50049721.760816455,0.0,1288.51199166397,0.0,29442.989459818964,48094.73854198164,64260.11560605468,64260.11560605468,64260.11560605468,63627.47115114861,64260.11560605468,65137.76940401517,64521.35100376261,48094.73854198164,48094.73854198164,08/12,15:00:00,08/12
5368,5560,1900-08-12 16:00:00,38.0,11.125,20.5,62190.45826836652,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.388993015985328,30.193906210438207,15.597058744738066,0.0,29.998819404891087,41.74671243847925,895.3384700081656,1804598.812119679,0.0,28.275093319342783,29.896275201540902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.00123481154641,0.0,50037059.49172127,0.0,1417.032872512992,0.0,29442.989459818964,46139.39514106348,61958.081231905366,61958.081231905366,61958.081231905366,61404.49769572631,61958.081231905366,62180.17296066356,62190.30016438134,46139.39514106348,46139.39514106348,08/12,16:00:00,08/12
5369,5561,1900-08-12 17:00:00,38.0,10.625,19.625,61160.00525702771,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.517897977838008,30.258507095141333,14.583881980794562,0.0,29.999116212444655,39.1072939795064,873.380134714587,1918457.5276454045,0.0,28.19314326278215,29.587980632733604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.000962203502421,0.0,50024617.68508244,0.0,1511.0332968598032,0.0,29442.989459818964,44330.29462167224,59821.11097885071,59821.11097885071,59821.11097885071,59404.74246005253,59821.11097885071,61149.72744446644,60034.18248720089,44330.29462167224,44330.29462167224,08/12,17:00:00,08/12
5370,5562,1900-08-12 18:00:00,37.375,10.375,20.0,60178.0692081539,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.47632576322234,30.237853525778867,14.10742751645794,0.0,29.999381288335385,37.91583158395332,867.3601155856619,1595035.5221494765,0.0,28.10544554845679,29.458367235205987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,7.625713917526377,0.0,50013285.53794068,0.0,1209.5616758531417,0.0,29442.989459818964,43257.33825133629,58620.07039147557,58620.07039147557,58620.07039147557,58497.99760257159,58673.43083963926,60167.79389595044,58886.68236295156,43257.33825133629,43257.33825133629,08/12,18:00:00,08/12
5371,5563,1900-08-12 19:00:00,35.75,10.0,21.25,57869.96365215085,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.379515900279387,30.189540778837863,14.124821749333094,0.0,29.99956565739635,37.95822227761823,902.0203331615944,1163644.4450228328,0.0,28.05716806704397,29.46306746615509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,6.250433190510647,0.0,50000472.26717013,0.0,835.0286405080326,3600.0,29442.989459818964,42943.15511005247,58457.76966546583,58457.76966546583,58457.76966546583,58530.75873321468,58457.76966546583,57859.69306549052,58850.32160749364,42943.15511005247,42943.15511005247,08/12,19:00:00,08/12
5372,5564,1900-08-12 20:00:00,33.75,10.0,23.25,55371.27918363975,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.241696124712654,30.12067583938427,14.395001829522649,0.0,29.99965555405588,38.6284713335016,956.389469375644,818631.9012741752,0.0,28.021481718099857,29.535343475223065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,4.250366662733982,0.0,49997435.65177554,0.0,528.0894626886416,3600.0,29442.989459818964,43166.79091674792,58900.14013304151,58900.14013304151,58900.14013304151,59041.34626363229,58900.14013304151,55361.01193306957,59533.59581114593,43166.79091674792,43166.79091674792,08/12,20:00:00,08/12
5373,5565,1900-08-12 21:00:00,32.375,13.75,32.75,60543.16482372077,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.10546513936113,30.052599825522268,14.883043799709524,0.0,29.999734511683403,39.86871755936955,994.4418946020357,603816.3776676701,0.0,28.01651657859272,29.674580931382057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,2.625281675719029,0.0,49993556.43420482,0.0,326.099706646922,3600.0,29442.989459818964,43855.53719856792,59622.39048885645,59622.39048885645,59622.39048885645,59966.06863791525,59622.39048885645,60532.84954936745,60647.71987604403,43855.53719856792,43855.53719856792,08/12,21:00:00,08/12
5374,5566,1900-08-12 22:00:00,31.375,16.0,39.25,63337.55243865492,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.97034323583545,29.985106108480007,15.917571097284341,0.0,29.99986898112456,42.60893303374311,1011.851466235618,400229.0892945442,0.0,28.10022438576429,30.00441923522015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.6251798751901028,0.0,49988909.698393226,0.0,123.12243024126349,3600.0,29442.989459818964,47101.29136005475,61481.96294938583,61481.96294938583,61481.96294938583,62044.20877004862,61481.96294938583,63327.2092529749,64736.28629798464,47101.29136005475,47101.29136005475,08/12,22:00:00,08/12
5375,5567,1900-08-12 23:00:00,29.75,16.0,43.125,61692.52930767104,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.82746988594338,29.88773953545345,16.935289076844217,0.0,29.94800918496352,45.59842667455577,1073.377593290374,188425.56103621627,0.0,28.1754009282805,30.330327346761894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.271702661811843,0.0,50967560.48967743,0.0,0.837002876897443,3600.0,29442.989459818964,59383.08762489315,63667.72019442764,63667.72019442764,63667.72019442764,64171.43784142281,63667.72019442764,61682.18593610594,63768.03969696814,59383.08762489315,59383.08762489315,08/12,23:00:00,08/12
5376,5568,1900-08-13 00:00:00,28.375,16.625,48.75,61712.9735339801,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.67269878386525,29.720422734536648,17.856926802851785,0.0,29.76814668520805,48.83483023244731,1150.2215673928788,187545.20547945204,0.0,28.196004195099647,30.541074918508127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.1857799311234685,0.0,58495893.78326804,0.0,0.0,3600.0,29442.989459818964,65596.83671001677,65596.83671001677,65596.83671001677,65596.83671001677,66076.03986057981,65596.83671001677,61702.61965881274,65596.83671001677,65596.83671001677,65596.83671001677,08/13,00:00:00,08/13
5377,5569,1900-08-13 01:00:00,28.625,17.0,49.125,62764.03634374351,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.529478725448044,29.58426330116592,18.70898920402076,0.0,29.639047876883797,51.89935309519786,1231.6385162159218,187545.20547945204,0.0,28.24365717107283,30.807527741171175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.290382484444076,0.0,64894673.47297967,0.0,0.0,3600.0,29442.989459818964,67533.69643365357,67533.69643365357,67533.69643365357,67533.69643365357,68002.98532757236,67533.69643365357,62753.67665617704,67533.69643365357,67533.69643365357,67533.69643365357,08/13,01:00:00,08/13
5378,5570,1900-08-13 02:00:00,27.75,16.375,49.875,60638.74555000043,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.37999523141543,29.429158724393886,19.386679516428437,0.0,29.47832221737234,54.64369623343527,1283.4163892114877,187545.20547945204,0.0,28.24655677867333,30.982195991681206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.2823120696726908,0.0,70622329.64116842,0.0,0.0,3600.0,29442.989459818964,69211.12647148062,69211.12647148062,69211.12647148062,69211.12647148062,69516.05871242532,69211.12647148062,60628.39483641531,69211.12647148062,69211.12647148062,69211.12647148062,08/13,02:00:00,08/13
