,index,DateTime,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Enthalpy [J/kg](Hourly),ZONE1 PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),ZONE1 FRIDGE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 RANGE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),ZONE1 SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),ZONE1 SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Operative Temperature [C](Hourly),ZONE1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE1:Zone Air Temperature [C](Hourly),ZONE1:Zone Air Relative Humidity [%](Hourly),ZONE1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),ZONE1 OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE1:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),EXHAUSTFANSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),DCINTERLOCK:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),ZONE1_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),ZONE1_TB SCHEDULE:Schedule Value [](Hourly),ZONE1_VANOS:Schedule Value [](Hourly),ZONE1_VANOSLIMIT:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),ZONE1_PTHP:Zone Packaged Terminal Heat Pump Total Cooling Rate [W](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly),ZONE1_ERV_SUPPLY:System Node Enthalpy [J/kg](Hourly),ZONE1_MECH_AIR_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_RETURN:System Node Enthalpy [J/kg](Hourly),ZONE1_ERV_EXHAUST:System Node Enthalpy [J/kg](Hourly),ZONE1_MECH_AIR_INLET:System Node Enthalpy [J/kg](Hourly),ZONE1_ZONE_AIR_NODE:System Node Enthalpy [J/kg](Hourly),ZONE1_OA_1:System Node Enthalpy [J/kg](Hourly),ZONE1_OA_2:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_FAN_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_DX_COOL_COIL_OUTLET:System Node Enthalpy [J/kg](Hourly),ZONE1_PTHP_DX_HEAT_COIL_OUTLET:System Node Enthalpy [J/kg](Hourly) ,Date2,Time,Date
5379,5571,1900-08-13 03:00:00,27.625,16.0,49.125,59774.09756640313,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.23657445786491,29.276869061379323,19.834718871639932,0.0,29.31716366489373,56.70773690111422,1311.3872052822137,187545.20547945204,0.0,28.20726816437038,31.047962097322895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.9659998627505628,0.0,78680856.32116205,0.0,0.0,3600.0,29442.989459818964,70262.40019998496,70262.40019998496,70262.40019998496,70262.40019998496,70515.45595566473,70262.40019998496,59763.75224548784,70262.40019998496,70262.40019998496,70262.40019998496,08/13,03:00:00,08/13
5380,5572,1900-08-13 04:00:00,27.375,15.375,48.0,58307.59983709089,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.07029750157364,28.52865539475393,17.842067211380936,1.2753095904135516,27.987013287934236,54.16220551436718,976.8640784026728,2039405.7069956972,0.0,27.246158088359596,29.012122284726495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.25,-1.185329095943879,0.0,98048996.80613768,0.0,2188.9354456980577,3600.0,29442.98945981897,60993.86840440255,65220.26542425287,65220.26542425287,65220.26542425287,64582.32504571836,65220.26542425287,58297.26338222879,65293.8636182156,60993.86840440255,60993.86840440255,08/13,04:00:00,08/13
5381,5573,1900-08-13 05:00:00,26.375,15.0,49.875,56623.96070376538,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.37173136690072,28.19007924602491,15.594614156813204,0.0,28.008427125149097,46.83204144934665,684.6148735271368,186632.4197447396,0.0,26.431858841319688,28.188824751233817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.7864372753368327,0.0,142629656.51111856,0.0,0.0,2700.0,29442.989459818964,58941.09840571359,58941.09840571359,58941.09840571359,58941.09840571359,59329.05477468192,58941.09840571359,56613.62906270566,58941.09840571359,58941.09840571359,58941.09840571359,08/13,05:00:00,08/13
5382,5574,1900-08-13 06:00:00,27.25,15.625,49.125,58639.19912101121,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.52410639213737,28.57212119505724,16.4466716232846,0.0,28.6201359979771,47.71981099617444,789.0779402236524,189746.77174269516,0.0,26.870891809402785,28.940100807174986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.7759092360658064,0.0,110410614.08199485,0.0,0.0,0.0,29442.989459818964,61142.37941497446,61142.37941497446,61142.37941497446,61142.37941497446,61718.15264950965,61195.73986313815,58628.85929468874,61142.37941497446,61142.37941497446,61142.37941497446,08/13,06:00:00,08/13
5383,5575,1900-08-13 07:00:00,29.875,16.0,43.0,61873.356664618565,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.68466009077305,28.76393342348585,17.293249442912092,0.0,28.843206756198647,49.70528909593124,874.9422208303395,183285.4241719524,0.0,27.180082966324782,29.42624270762177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.3515012104631054,0.0,101220983.50478595,0.0,0.0,0.0,29442.989459818964,63259.06788931333,63259.06788931333,63259.06788931333,63259.06788931333,63767.47352242713,63259.06788931333,61863.01290958031,63259.06788931333,63259.06788931333,63259.06788931333,08/13,07:00:00,08/13
5384,5576,1900-08-13 08:00:00,31.625,16.0,38.75,63546.47653788672,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.931847614215613,29.03103479522025,18.024429041411278,0.0,29.13022197622489,51.19422366533459,953.1052079536956,182635.837038652,0.0,27.56007128459835,29.984970230850884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,2.310580501686871,0.0,89903844.05192143,0.0,0.0,0.0,29442.989459818964,65236.33136737569,65236.33136737569,65236.33136737569,65236.33136737569,65701.91760846684,65236.33136737569,63536.13370338881,65236.33136737569,65236.33136737569,65236.33136737569,08/13,08:00:00,08/13
5385,5577,1900-08-13 09:00:00,32.625,16.0,36.75,64674.733559895205,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.194860368128104,29.300305748174157,18.68322582710625,0.0,29.405751128220203,52.51208010139912,1028.854057208861,182091.59687408927,0.0,27.94692941436617,30.555538495420556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3.0445796708472628,0.0,79100727.46788716,0.0,0.0,0.0,29442.989459818964,67079.53541011276,67079.53541011276,67079.53541011276,67079.53541011276,67544.38602615407,67079.53541011276,64664.38999264199,67079.53541011276,67079.53541011276,67079.53541011276,08/13,09:00:00,08/13
5386,5578,1900-08-13 10:00:00,33.625,16.0,34.75,65706.28315228774,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.50453834797072,29.627088819987144,19.24520503703847,0.0,29.749639292003568,53.32041392995679,1092.7088137066348,181664.1606836341,0.0,28.378877362065477,31.198701415462516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3.715825442769568,0.0,65134862.2671355,0.0,0.0,0.0,29442.989459818964,68894.12544398944,68894.12544398944,68894.12544398944,68894.12544398944,69289.26011079235,68894.12544398944,65695.93955896939,68894.12544398944,68894.12544398944,68894.12544398944,08/13,10:00:00,08/13
5387,5579,1900-08-13 11:00:00,34.625,15.375,31.5,65369.69125962187,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.81399387670887,29.90437986001459,19.38264031338058,0.0,29.99476584332032,53.02745449668637,1103.3195518604045,528114.8398055072,0.0,28.679549622953527,31.53603356394001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,4.408613933975809,0.0,51504320.82741207,0.0,279.48692608606257,0.0,29442.989459818964,57211.03002712566,69971.82966551982,69971.82966551982,69971.82966551982,69889.25427665247,69971.82966551982,65359.35761512914,70753.12934005633,57211.03002712566,57211.03002712566,08/13,11:00:00,08/13
5388,5580,1900-08-13 12:00:00,35.625,15.0,29.375,65978.42427293312,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.04751495119031,30.023238981056664,18.76716745179478,0.0,29.998963010923028,51.02005526236698,1069.990078905778,1029273.6887802376,0.0,28.67294497467405,31.21083791359209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,5.375922779933612,0.0,50022818.32920575,0.0,749.4271658848336,0.0,29442.989459818964,51683.36456232298,68818.76118669138,68818.76118669138,68818.76118669138,68388.65617471118,68818.76118669138,65968.09367717907,69300.82742692497,51683.36456232298,51683.36456232298,08/13,12:00:00,08/13
5389,5581,1900-08-13 13:00:00,37.25,13.75,25.25,65753.18653351384,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.251596109472437,30.125073449529687,17.97586088453657,0.0,29.998550789586936,48.55392949272146,1044.0625344138343,1477796.866358764,0.0,28.618755251001943,30.825768626502036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,6.751338922034622,0.0,50041810.835088015,0.0,1153.0619183353856,0.0,29442.989459818964,50340.14059718296,67059.02947368861,67059.02947368861,67059.02947368861,66511.88936779668,67059.02947368861,65742.86971537168,67364.10962527408,50340.14059718296,50340.14059718296,08/13,13:00:00,08/13
5390,5582,1900-08-13 14:00:00,38.0,13.625,23.625,65851.59971723928,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.424966323877904,30.21175739005033,16.965292740444955,0.0,29.998548456222764,45.54920677714746,1013.2611852874418,1733760.673173654,0.0,28.51972032921588,30.39060176370332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.001516111200246,0.0,50049897.46243101,0.0,1368.4005131220765,0.0,29442.989459818964,48468.120437722304,64730.813454146286,64730.813454146286,64730.813454146286,64236.40154057533,64730.813454146286,65841.2877797205,64977.9130581178,48468.120437722304,48468.120437722304,08/13,14:00:00,08/13
5391,5583,1900-08-13 15:00:00,38.0,12.75,22.125,64095.210775871805,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.576090129966257,30.28731610180933,16.072138693665504,0.0,29.9985420736524,43.03658538734143,980.7740771009758,2101630.9065634343,0.0,28.448621069896735,30.05730807507235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.00143765915309,0.0,50046317.12691826,0.0,1711.2797397666468,0.0,29442.989459818964,46899.48999022422,62907.622655357394,62907.622655357394,62907.622655357394,62353.43044776286,62907.622655357394,64084.911613689525,63103.151886808126,46899.48999022422,46899.48999022422,08/13,15:00:00,08/13
5392,5584,1900-08-13 16:00:00,38.0,10.75,19.75,61283.17000409105,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.722400423815497,30.360609602990458,14.819206338878688,0.0,29.998818782165415,39.71058754883702,919.8232752282923,2317739.3318970734,0.0,28.33162538521815,29.656183543101367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.001287948746846,0.0,50039484.57840639,0.0,1900.3933868702568,0.0,29442.989459818964,44794.02296164137,60423.508196330455,60423.508196330455,60423.508196330455,59830.9679295135,60423.508196330455,61272.89129567405,60594.47166565409,44794.02296164137,44794.02296164137,08/13,16:00:00,08/13
5393,5585,1900-08-13 17:00:00,38.0,10.0,19.0,60393.54235432301,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.797712747224622,30.39845627683528,13.91244748339888,0.0,29.99919980644593,37.44159666262048,886.092716831915,2321094.224942264,0.0,28.243970371879364,29.408766156770785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,8.000887319919123,0.0,50021199.9189204,0.0,1886.8857462751496,0.0,29442.989459818964,43128.79859773717,58443.23401472983,58443.23401472983,58443.23401472983,58105.74384824648,58443.23401472983,60383.27011673508,58611.95924619047,43128.79859773717,43128.79859773717,08/13,17:00:00,08/13
5394,5586,1900-08-13 18:00:00,37.375,10.0,19.625,59718.55912566392,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.713931091519388,30.35670337425908,13.52042612875021,0.0,29.99947565699877,36.495947618238326,874.6904917833607,1939310.1402937989,0.0,28.149270023270294,29.312187084937136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,7.625577046554201,0.0,50007038.373004735,0.0,1531.326540042542,0.0,29442.989459818964,42235.85708429818,57470.01796784772,57470.01796784772,57470.01796784772,57388.08940899208,57523.37841601141,59708.28715679965,57678.18199170441,42235.85708429818,42235.85708429818,08/13,18:00:00,08/13
5395,5587,1900-08-13 19:00:00,35.75,10.0,21.25,57860.85739956098,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.592181831560097,30.29583315392859,13.58566075727766,0.0,29.999484476297088,36.65147186071918,900.708303202016,1470266.0602507591,0.0,28.09631001750688,29.32782394934967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,6.250526576936144,0.0,50004734.70568693,0.0,1128.5502053675923,3600.0,29442.989459818964,41999.04163298899,57440.98468155089,57440.98468155089,57440.98468155089,57525.16516215357,57440.98468155089,57850.58687922408,57728.37503019241,41999.04163298899,41999.04163298899,08/13,19:00:00,08/13
5396,5588,1900-08-13 20:00:00,34.375,10.0,22.625,56179.33841584438,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.444483868004628,30.22204389463292,13.866967544071064,0.0,29.99960392126121,37.32850568096544,949.0370158354646,1100431.8348178272,0.0,28.05701138899255,29.397151734316516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,4.625407839705925,0.0,49999315.15227091,0.0,797.0050509656878,3600.0,29442.989459818964,42250.663105632295,57898.817032095,57898.817032095,57898.817032095,58051.69279880086,57898.817032095,56169.06992289188,58311.23532950353,42250.663105632295,42250.663105632295,08/13,20:00:00,08/13
5397,5589,1900-08-13 21:00:00,32.75,10.0,24.875,54596.12745515059,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.2880514583458,30.143863436907264,14.299543742028613,0.0,29.999675415468737,38.39167259427085,1010.4608405988344,780826.5988750288,0.0,28.032933892441196,29.50988873810416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3.250346294619516,0.0,49996505.95679128,0.0,500.5244300514492,3600.0,29442.989459818964,42788.92498825281,58616.75164607722,58616.75164607722,58616.75164607722,58861.09886329615,58616.75164607722,54585.85841333313,59291.92847321503,42788.92498825281,42788.92498825281,08/13,21:00:00,08/13
5398,5590,1900-08-13 22:00:00,31.375,10.625,27.875,54007.48172294474,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.14230808022865,30.071033667069813,14.904312398199153,0.0,29.99975925391098,39.921452923170605,1084.5026709707097,556234.0854325107,0.0,28.04073767983904,29.68027585148532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.6252619677833113,0.0,49992656.861682415,0.0,283.6597725906168,3600.0,29442.989459818964,43916.64258533085,59728.80333557127,59728.80333557127,59728.80333557127,60027.0915066915,59728.80333557127,53997.20672682671,60924.43571975781,43916.64258533085,43916.64258533085,08/13,22:00:00,08/13
5399,5591,1900-08-13 23:00:00,31.0,11.625,30.25,55054.62304863926,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,30.020688932759064,30.01026607126868,15.46047367188315,0.0,29.99984320977829,41.374392875090095,1134.826978197014,423980.1768076367,0.0,28.058319030728565,29.85111784408936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0001764596893628,0.0,49988753.80144,0.0,148.9450444213967,3600.0,29442.989459818964,45650.33777645556,60871.17070425822,60871.17070425822,60871.17070425822,61136.06642060209,60871.17070425822,55044.33759821737,63072.66827923094,45650.33777645556,45650.33777645556,08/13,23:00:00,08/13
5400,5592,1900-08-14 00:00:00,30.375,11.375,31.0,54164.51677324017,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.904633506541305,29.95128171558836,15.947831212200295,0.0,29.99792992463541,42.69072625748273,1163.4196392017225,266413.4071854761,0.0,28.07311148295336,30.01119029431296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.6250627699056901,0.0,49983564.29459036,0.0,33.44047614497807,3600.0,29442.989459818964,51093.96274458757,61905.52038643161,61905.52038643161,61905.52038643161,62158.5881907808,61905.52038643161,54154.23316083435,64484.68945821656,51093.96274458757,51093.96274458757,08/14,00:00:00,08/14
5401,5593,1900-08-14 01:00:00,29.375,11.625,33.5,53609.484181711865,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.78802652536184,29.850931315662983,16.478844571776236,0.0,29.913836105964126,44.37749872840894,1204.292292540372,187545.20547945204,0.0,28.066302205064453,30.122507318492648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.3223575333466772,0.0,52370530.27381706,0.0,0.0,3600.0,29442.989459818964,62919.72556495859,62919.72556495859,62919.72556495859,62919.72556495859,63189.42166231556,62919.72556495859,53599.19715008109,62919.72556495859,62919.72556495859,62919.72556495859,08/14,01:00:00,08/14
5402,5594,1900-08-14 02:00:00,27.75,12.0,37.5,52392.24483308468,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.65466910941332,29.69729428777161,17.06177120058383,0.0,29.739919466129894,46.51385345020586,1255.2667295555784,187545.20547945204,0.0,28.029851463422737,30.18033796024417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-1.5396681863160488,0.0,59431247.64854133,0.0,0.0,3600.0,29442.989459818964,64024.304310421314,64024.304310421314,64024.304310421314,64024.304310421314,64272.314569508846,64024.304310421314,52381.954547914494,64024.304310421314,64024.304310421314,64024.304310421314,08/14,02:00:00,08/14
5403,5595,1900-08-14 03:00:00,27.0,12.0,39.0,51521.38843743956,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.51314381858659,29.534866676771315,17.45742319853231,0.0,29.55658953495604,48.196488965316775,1285.5501533199433,187545.20547945204,0.0,27.955318128107095,30.163061178370516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-2.595578719259154,0.0,67913598.63068372,0.0,0.0,3600.0,29442.989459818964,64844.42868007968,64844.42868007968,64844.42868007968,64844.42868007968,64973.49608087022,64844.42868007968,51511.09891340896,64844.42868007968,64844.42868007968,64844.42868007968,08/14,03:00:00,08/14
5404,5596,1900-08-14 04:00:00,26.375,11.375,39.0,49991.710726816935,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.363038142776944,29.380089070108408,17.658122571218783,0.0,29.397139997439865,49.26135627602396,1294.977628717512,187545.20547945204,0.0,27.848751933289424,30.091169200320618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-2.814435781814886,0.0,74562563.63356721,0.0,0.0,3600.0,29442.989459818964,65206.935902916994,65206.935902916994,65206.935902916994,65206.935902916994,65268.81437638072,65206.935902916994,49981.4277357676,65206.935902916994,65206.935902916994,65206.935902916994,08/14,04:00:00,08/14
5405,5597,1900-08-14 05:00:00,26.0,11.625,40.875,50187.44883450135,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,29.14485447940674,28.406182030925887,15.104749131615248,1.4593180159316337,27.66750958244504,46.35785499722478,958.4635391966116,1957017.3219559584,0.0,26.74891135861445,27.933239316003263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.25,-2.5552174855840386,0.0,104694134.54017843,0.0,2089.8695590916323,2700.0,29442.98945981896,54917.01246374434,58952.133048857824,58952.133048857824,58952.133048857824,58436.5442485394,58952.133048857824,50177.16159476334,59025.73124282056,54917.01246374434,54917.01246374434,08/14,05:00:00,08/14
5406,5598,1900-08-14 06:00:00,27.25,12.625,40.75,53208.52500807834,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,28.50303873751284,28.300378065211124,12.79182900929406,0.0,28.097717392909413,38.85301565386448,675.8782349058288,189765.08778714295,0.0,26.21911382766711,27.67760772001224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,120.0,0.0,0.3,500.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.7419105267899866,0.0,139927478.4027153,0.0,0.0,0.0,29442.989459818964,53729.11246744343,53729.11246744343,53729.11246744343,53729.11246744343,54121.361611864064,53782.47291560711,53198.22499185525,53729.11246744343,53729.11246744343,53729.11246744343,08/14,06:00:00,08/14
