Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2005/3/21,15:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-2.2,-8.3,63,100400,801,1378,224,537,689,136,56053,64213,18722,9999,70,5.7,0,0,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,16:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-2.2,-9.4,58,100400,615,1378,221,397,693,87,41523,64551,12724,9999,80,5.2,0,0,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,17:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-2.8,-8.9,63,100300,387,1378,227,210,509,66,21278,42105,9463,9999,60,4.6,0,0,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,18:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-3.3,-9.4,63,100300,132,1378,232,50,128,38,5071,6239,4472,9999,110,4.1,1,1,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,19:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-3.3,-8.9,66,100200,0,1378,234,0,0,0,0,0,0,9999,100,4.6,1,1,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,20:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-3.3,-7.8,72,100200,0,0,239,0,0,0,0,0,0,9999,100,4.6,3,2,777.7,77777,9,'999999999,5,0.1190,0,1,0.434,0.0,99.0
2005/3/21,21:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-2.8,-6.7,75,100100,0,0,244,0,0,0,0,0,0,9999,110,4.6,3,2,777.7,77777,9,'999999999,6,0.1190,0,1,0.434,0.0,99.0
2005/3/21,22:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-1.7,-6.1,72,100100,0,0,248,0,0,0,0,0,0,9999,120,5.2,4,3,777.7,77777,9,'999999999,6,0.1190,0,1,0.434,0.0,99.0
2005/3/21,23:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-1.1,-5.6,72,100000,0,0,251,0,0,0,0,0,0,9999,130,5.7,4,3,777.7,77777,9,'999999999,6,0.1190,0,1,0.434,0.0,99.0
2005/3/21,24:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-4.4,75,100000,0,0,257,0,0,0,0,0,0,9999,120,6.2,5,4,777.7,77777,9,'999999999,7,0.1190,0,1,0.434,0.0,99.0
2005/3/22,01:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,0.0,-4.4,72,100000,0,0,258,0,0,0,0,0,0,9999,140,5.2,5,4,777.7,77777,9,'999999999,7,0.1260,0,1,0.446,0.0,99.0
2005/3/22,02:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-4.4,75,99900,0,0,258,0,0,0,0,0,0,9999,140,4.1,6,5,777.7,77777,9,'999999999,7,0.1260,0,2,0.446,0.0,99.0
2005/3/22,03:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-3.9,79,99900,0,0,261,0,0,0,0,0,0,9999,140,6.2,6,5,777.7,77777,9,'999999999,7,0.1260,0,2,0.446,0.0,99.0
2005/3/22,04:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-3.9,79,99900,0,0,261,0,0,0,0,0,0,9999,140,8.8,8,6,777.7,77777,9,'999999999,7,0.1260,0,2,0.446,0.0,99.0
2005/3/22,05:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-4.4,75,99900,0,0,260,0,0,0,0,0,0,9999,150,7.7,8,6,777.7,77777,9,'999999999,7,0.1260,0,2,0.446,0.0,99.0
2005/3/22,06:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,-0.6,-2.8,85,99900,0,1377,266,1,1,1,0,0,0,9999,120,7.7,9,8,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,07:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,0.0,-3.3,79,99900,142,1377,266,35,25,32,3826,2411,3578,9999,140,7.7,9,8,777.7,77777,9,'999999999,7,0.1260,0,2,0.446,0.0,99.0
2005/3/22,08:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,0.0,-2.8,82,99900,396,1377,264,124,43,112,13562,3821,12464,9999,140,10.3,10,9,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,09:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,1.1,-2.8,76,99800,623,1377,265,200,146,133,21911,14169,15498,9999,140,11.3,8,6,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,10:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.2,-2.8,70,99700,809,1377,247,571,713,150,59131,66115,20295,9999,130,9.8,1,1,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,11:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.8,-2.2,70,99600,940,1377,251,655,714,164,68741,68337,22097,9999,130,11.8,1,1,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,12:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.8,-2.2,70,99500,1007,1377,257,578,461,239,61343,39324,32573,9999,120,10.3,5,4,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,13:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.3,-2.2,67,99500,1007,1377,255,618,582,190,67202,55036,26959,9999,130,10.8,4,3,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,14:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,4.4,-1.7,65,99300,938,1377,254,664,802,116,69668,78409,16244,9999,130,10.3,0,0,777.7,77777,9,'999999999,8,0.1260,0,2,0.446,0.0,99.0
2005/3/22,15:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,-0.6,68,99200,806,1377,258,582,824,98,60853,79671,14209,9999,120,10.8,0,0,777.7,77777,9,'999999999,9,0.1260,0,2,0.446,0.0,99.0
2005/3/22,16:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,0.0,70,99000,620,1377,263,419,728,90,43975,68320,13227,9999,120,9.8,0,0,777.7,77777,9,'999999999,9,0.1260,0,2,0.446,0.0,99.0
2005/3/22,17:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,0.0,68,98900,392,1377,269,227,559,67,23109,47198,9687,9999,120,8.8,0,0,777.7,77777,9,'999999999,9,0.1260,0,2,0.446,0.0,99.0
2005/3/22,18:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,0.6,73,98900,137,1377,281,52,126,39,5276,5967,4681,9999,130,7.2,0,0,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,19:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,1.1,76,98800,0,1377,283,1,0,1,0,0,0,9999,120,7.2,1,1,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,20:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,1.1,73,98800,0,0,284,0,0,0,0,0,0,9999,150,8.2,1,1,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,21:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,1.1,73,98700,0,0,284,0,0,0,0,0,0,9999,130,7.2,3,2,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,22:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,1.1,73,98500,0,0,284,0,0,0,0,0,0,9999,130,6.7,3,2,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,23:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.7,1.1,68,98400,0,0,285,0,0,0,0,0,0,9999,160,7.7,3,2,777.7,77777,9,'999999999,10,0.1260,0,2,0.446,0.0,99.0
2005/3/22,24:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,-0.6,56,98300,0,0,280,0,0,0,0,0,0,9999,180,8.8,4,3,777.7,77777,9,'999999999,9,0.1260,0,2,0.446,0.0,99.0
2005/3/23,01:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,14.4,7.2,62,98200,0,0,321,0,0,0,0,0,0,9999,190,9.3,4,3,777.7,77777,9,'999999999,15,0.0970,0,2,0.419,0.0,99.0
2005/3/23,02:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,15.0,7.2,60,98100,0,0,322,0,0,0,0,0,0,9999,190,9.8,4,3,777.7,77777,9,'999999999,15,0.0970,0,3,0.419,0.0,99.0
2005/3/23,03:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,14.4,7.2,62,98100,0,0,321,0,0,0,0,0,0,9999,220,10.3,5,4,777.7,77777,9,'999999999,15,0.0970,0,3,0.419,0.0,99.0
2005/3/23,04:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,14.4,6.7,60,98100,0,0,319,0,0,0,0,0,0,9999,210,8.8,5,4,777.7,77777,9,'999999999,15,0.0970,0,3,0.419,0.0,99.0
2005/3/23,05:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,12.8,6.7,67,98100,0,0,316,0,0,0,0,0,0,9999,220,10.3,6,5,777.7,77777,9,'999999999,15,0.0970,0,3,0.419,0.0,99.0
2005/3/23,06:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.1,5.0,66,98100,0,1376,307,2,2,2,0,0,0,9999,220,9.3,6,5,777.7,77777,9,'999999999,13,0.0970,0,3,0.419,0.0,99.0
2005/3/23,07:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.7,5.6,66,98200,149,1376,310,58,103,46,6025,7240,5239,9999,250,9.3,6,5,777.7,77777,9,'999999999,14,0.0970,0,3,0.419,0.0,99.0
2005/3/23,08:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.1,6.1,72,98300,403,1376,307,188,260,110,19093,20444,13106,9999,250,7.7,8,6,777.7,77777,9,'999999999,14,0.0970,0,3,0.419,0.0,99.0
2005/3/23,09:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.7,5.6,66,98400,630,1376,292,439,797,70,45664,76224,10752,9999,260,8.2,0,0,777.7,77777,9,'999999999,14,0.0970,0,3,0.419,0.0,99.0
2005/3/23,10:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,12.8,5.0,60,98600,816,1376,289,605,886,76,65054,90558,11387,9999,280,8.2,0,0,777.7,77777,9,'999999999,13,0.0970,0,3,0.419,0.0,99.0
2005/3/23,11:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,13.3,3.9,53,98700,946,1376,285,709,888,95,76197,90934,13673,9999,290,6.7,0,0,777.7,77777,9,'999999999,12,0.0970,0,3,0.419,0.0,99.0
2005/3/23,12:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,14.4,5.0,53,98700,1013,1376,294,713,810,114,76156,81749,15958,9999,260,7.2,0,0,777.7,77777,9,'999999999,13,0.0970,0,3,0.419,0.0,99.0
2005/3/23,13:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,15.6,4.4,48,98700,1013,1376,293,707,784,128,74594,77360,17680,9999,270,6.2,0,0,777.7,77777,9,'999999999,13,0.0970,0,3,0.419,0.0,99.0
2005/3/23,14:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,16.1,3.9,44,98700,944,1376,292,660,775,127,71087,77033,18273,9999,260,6.2,0,0,777.7,77777,9,'999999999,12,0.0970,0,3,0.419,0.0,99.0
2005/3/23,15:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,16.1,3.3,43,98700,811,1376,296,472,473,192,49726,39389,26507,9999,260,7.7,5,4,777.7,77777,9,'999999999,12,0.0970,0,3,0.419,0.0,99.0
2005/3/23,16:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,15.6,2.8,43,98800,625,1376,300,299,157,228,31891,13317,25846,9999,270,7.2,9,8,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/23,17:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,10.0,3.3,64,98900,397,1376,294,184,276,104,19019,22633,12498,9999,120,3.6,8,6,777.7,77777,9,'999999999,12,0.0970,0,3,0.419,0.0,99.0
2005/3/23,18:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,2.8,71,98900,142,1376,292,57,143,42,5753,6940,5035,9999,110,2.6,8,6,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/23,19:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.7,2.2,74,99000,0,1376,290,3,1,2,0,0,0,9999,180,2.6,8,6,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/23,20:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,2.2,79,99000,0,0,289,0,0,0,0,0,0,9999,60,1.5,8,6,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/23,21:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,1.7,79,99000,0,0,287,0,0,0,0,0,0,9999,120,3.1,8,6,777.7,77777,9,'999999999,10,0.0970,0,3,0.419,0.0,99.0
2005/3/23,22:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,2.2,83,99100,0,0,290,0,0,0,0,0,0,9999,90,2.6,8,7,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/23,23:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.9,1.7,86,99100,0,0,288,0,0,0,0,0,0,9999,60,2.1,9,8,777.7,77777,9,'999999999,10,0.0970,0,3,0.419,0.0,99.0
2005/3/23,24:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.3,2.2,93,99100,0,0,290,0,0,0,0,0,0,9999,60,2.6,9,8,777.7,77777,9,'999999999,11,0.0970,0,3,0.419,0.0,99.0
2005/3/24,01:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.2,1.1,93,99200,0,0,285,0,0,0,0,0,0,9999,70,2.6,9,8,777.7,77777,9,'999999999,10,0.1400,0,3,0.402,0.0,99.0
2005/3/24,02:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,1.1,0.6,96,99200,0,0,283,0,0,0,0,0,0,9999,30,2.6,9,8,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,03:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,0.0,0.0,100,99100,0,0,280,0,0,0,0,0,0,9999,30,2.6,9,8,777.7,77777,9,'999999999,9,0.1400,0,4,0.402,0.0,99.0
2005/3/24,04:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,0.6,0.6,100,99100,0,0,284,0,0,0,0,0,0,9999,90,2.1,9,8,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,05:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,1.1,1.1,100,99100,0,0,288,0,0,0,0,0,0,9999,40,2.6,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.2,99.0
2005/3/24,06:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,1.1,1.1,100,99000,0,1375,289,0,0,0,0,0,0,9999,50,3.1,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,07:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,1.7,1.1,96,99100,157,1375,291,23,1,22,2499,892,2397,9999,60,2.1,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,08:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.9,0.6,79,99000,411,1375,290,79,1,79,8568,0,8568,9999,50,4.1,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,09:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,4.4,0.6,76,99000,637,1375,277,275,287,140,29194,26718,16812,9999,120,4.1,6,5,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,10:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.7,0.6,65,99000,822,1375,290,210,3,208,23562,179,23455,9999,160,2.6,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,11:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.3,1.1,61,98900,953,1375,290,323,5,320,35882,170,35765,9999,100,3.6,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,12:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.1,1.1,71,98800,1019,1375,288,322,11,314,36284,931,35594,9999,70,3.6,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,13:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.6,1.1,73,98700,1018,1375,290,275,2,273,31370,73,31316,9999,110,3.6,10,9,777.7,77777,9,'999999999,10,0.1400,0,4,0.402,0.0,99.0
2005/3/24,14:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.0,4.4,96,98600,949,1375,301,274,8,268,30941,736,30433,9999,120,3.6,10,9,777.7,77777,9,'999999999,13,0.1400,0,4,0.402,0.0,99.0
2005/3/24,15:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.1,6.1,100,98400,816,1375,305,291,0,291,31862,0,31862,9999,120,4.6,10,9,777.7,77777,9,'999999999,14,0.1400,0,4,0.402,0.1,99.0
2005/3/24,16:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.2,7.2,100,98200,630,1375,315,186,4,184,20333,256,20215,9999,120,5.7,10,9,777.7,77777,9,'999999999,15,0.1400,0,4,0.402,0.5,99.0
2005/3/24,17:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.9,8.9,100,98100,401,1375,327,100,3,99,10772,213,10710,9999,120,7.7,10,9,777.7,77777,9,'999999999,17,0.1400,0,4,0.402,1.8,99.0
2005/3/24,18:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.3,8.3,100,98100,147,1375,326,31,0,31,3320,0,3320,9999,130,7.7,9,8,777.7,77777,9,'999999999,17,0.1400,0,4,0.402,0.0,99.0
2005/3/24,19:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.4,8.9,96,98000,0,1375,330,2,0,2,0,0,0,9999,120,7.7,9,8,777.7,77777,9,'999999999,17,0.1400,0,4,0.402,0.0,99.0
2005/3/24,20:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.4,8.3,93,97900,0,0,326,0,0,0,0,0,0,9999,130,5.7,8,7,777.7,77777,9,'999999999,17,0.1400,0,4,0.402,0.0,99.0
2005/3/24,21:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,13.3,10.6,83,97800,0,0,341,0,0,0,0,0,0,9999,150,7.7,8,7,777.7,77777,9,'999999999,19,0.1400,0,4,0.402,0.0,99.0
2005/3/24,22:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,13.9,10.0,78,97600,0,0,339,0,0,0,0,0,0,9999,160,8.2,6,5,777.7,77777,9,'999999999,19,0.1400,0,4,0.402,0.0,99.0
2005/3/24,23:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,15.0,11.1,78,97600,0,0,345,0,0,0,0,0,0,9999,160,8.8,6,5,777.7,77777,9,'999999999,20,0.1400,0,4,0.402,0.0,99.0
2005/3/24,24:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,16.1,13.9,87,97500,0,0,357,0,0,0,0,0,0,9999,180,14.9,5,5,777.7,77777,9,'999999999,25,0.1400,0,4,0.402,0.0,99.0
2005/3/25,01:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,15.0,12.8,87,97400,0,0,350,0,0,0,0,0,0,9999,190,8.2,5,5,777.7,77777,9,'999999999,23,0.1180,0,4,0.380,0.0,99.0
2005/3/25,02:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.1,9.4,90,97600,0,0,329,0,0,0,0,0,0,9999,240,11.3,4,3,777.7,77777,9,'999999999,18,0.1180,0,5,0.380,0.0,99.0
2005/3/25,03:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.3,6.1,86,97700,0,0,310,0,0,0,0,0,0,9999,250,7.7,4,3,777.7,77777,9,'999999999,14,0.1180,0,5,0.380,0.0,99.0
2005/3/25,04:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,5.6,86,97900,0,0,307,0,0,0,0,0,0,9999,240,7.2,3,2,777.7,77777,9,'999999999,14,0.1180,0,5,0.380,0.0,99.0
2005/3/25,05:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.2,5.0,86,97900,0,0,302,0,0,0,0,0,0,9999,250,6.2,3,2,777.7,77777,9,'999999999,13,0.1180,0,5,0.380,0.0,99.0
2005/3/25,06:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.1,5.0,93,98000,1,1375,300,1,5,1,0,0,0,9999,230,7.2,1,1,777.7,77777,9,'999999999,13,0.1180,0,5,0.380,0.0,99.0
2005/3/25,07:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.1,5.0,93,98100,165,1375,299,64,224,35,6246,14527,4505,9999,210,5.2,1,1,777.7,77777,9,'999999999,13,0.1180,0,5,0.380,0.0,99.0
2005/3/25,08:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.3,5.6,83,98100,418,1375,295,236,567,61,24028,49802,8888,9999,220,8.8,0,0,777.7,77777,9,'999999999,14,0.1180,0,5,0.380,0.0,99.0
2005/3/25,09:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,10.0,5.6,74,98100,644,1375,291,439,751,83,46308,72252,12435,9999,220,9.3,0,0,777.7,77777,9,'999999999,14,0.1180,0,5,0.380,0.0,99.0
2005/3/25,10:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,12.2,5.6,64,98100,829,1375,291,602,828,99,62964,80410,14475,9999,220,8.8,0,0,777.7,77777,9,'999999999,14,0.1180,0,5,0.380,0.0,99.0
2005/3/25,11:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,13.9,5.0,55,98100,959,1375,291,699,846,106,74343,84921,15112,9999,210,11.3,0,0,777.7,77777,9,'999999999,13,0.1180,0,5,0.380,0.0,99.0
2005/3/25,12:00,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,14.4,3.3,48,98100,1025,1375,285,749,836,123,79182,83312,17050,9999,220,12.4,0,0,777.7,77777,9,'999999999,12,0.1180,0,5,0.380,0.0,99.0
