Time,WHOLEHOUSE:GREAT FALLS INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
19:30:00,7.051466E+03,3.725922E+03,2.305052E-01,2.995095E-01
19:45:00,7.059332E+03,3.570768E+03,2.307623E-01,2.870372E-01
20:00:00,7.067156E+03,3.359886E+03,2.310181E-01,2.700853E-01
20:15:00,7.074762E+03,3.093916E+03,2.312667E-01,2.487051E-01
20:30:00,7.082300E+03,2.800054E+03,2.315131E-01,2.250827E-01
20:45:00,7.089639E+03,2.503312E+03,2.317530E-01,2.012288E-01
21:00:00,7.096943E+03,2.224706E+03,2.319918E-01,1.788329E-01
21:15:00,7.104078E+03,1.979279E+03,2.322250E-01,1.591041E-01
21:30:00,7.111167E+03,1.756057E+03,2.324568E-01,1.411603E-01
21:45:00,7.118222E+03,1.555557E+03,2.326874E-01,1.250432E-01
22:00:00,7.125247E+03,1.377628E+03,2.329170E-01,1.107403E-01
22:15:00,7.132080E+03,1.221478E+03,2.331404E-01,9.818818E-02
22:30:00,7.138860E+03,1.084886E+03,2.333620E-01,8.720824E-02
22:45:00,7.145605E+03,9.660730E+02,2.335825E-01,7.765751E-02
23:00:00,7.152319E+03,8.643897E+02,2.338020E-01,6.948372E-02
23:15:00,7.158835E+03,7.767405E+02,2.340150E-01,6.243808E-02
23:30:00,7.165148E+03,6.974590E+02,2.342214E-01,5.606507E-02
23:45:00,7.171433E+03,6.237765E+02,2.344268E-01,5.014212E-02
24:00:00,7.177722E+03,5.534864E+02,2.346324E-01,4.449185E-02
Peak,7.177722E+03,4.163539E+03,2.346324E-01,3.346882E-01

Peak Vol Flow (m3/s),,,2.227932E-01,3.178003E-01
