,pv_dirEn,pv_opCO2,pv_dirMR,pv_emCO2,pv_eTrans
0,6822.700037098651,2544.243628173404,98010.0588235294,2323.0365502500003,1306.8069852941176
1,6688.921604998677,2366.738258765957,0.0,0.0,1281.1833189158017
2,6557.766279410466,2011.375415551648,0.0,0.0,1256.0620773684327
3,6429.182626873007,1871.0468981875795,0.0,0.0,1231.4334091847381
4,6303.120222424517,1545.8654889721545,0.0,0.0,1207.2876560634688
5,6179.529629827957,1438.01440834619,0.0,0.0,1183.6153490818322
6,6058.362382184272,1207.42386421621,0.0,0.0,1160.4072049821884
7,5939.570962925756,1123.1849899685674,0.0,0.0,1137.654122531557
8,5823.108787182115,1028.6734275351753,0.0,0.0,1115.347178952507
9,5708.930183511877,956.9055139862095,0.0,0.0,1093.4776264240263
10,5596.990375992036,890.1446641732182,62393.13413203999,1701.86781375,1072.0368886510064
11,5487.245466658859,828.0415480681099,756.1649553828083,29.453287500000002,1051.0165575009867
12,5379.652418292998,770.2712075052186,0.0,0.0,1030.4083897068494
13,5274.169037542156,708.3004676994947,2267.5620735681614,85.24035,1010.2043036341662
14,5170.753958374662,658.8841559995299,491.87575125239954,24.6884625,990.3963761119277
15,5069.366625857512,612.915493953051,0.0,0.0,970.9768393254193
16,4969.967280252462,570.1539478633034,0.0,0.0,951.9380777700188
17,4872.516941423983,530.3757654542358,427.79737810399564,22.78648125,933.2726252647243
18,4776.977393552924,471.4222146943714,0.0,0.0,914.9731620242395
19,4683.311170149925,438.5322927389501,0.0,0.0,897.0325117884701
20,4591.481539362672,407.937016501349,61740.51457746321,3391.05531375,879.443639008304
21,4501.452489571247,379.4762944198595,0.0,0.0,862.1996460865726
22,4413.188715265928,353.0012041114972,608.1555250720189,29.453287500000002,845.2937706731102
23,4326.65560320189,322.14347371761687,0.0,0.0,828.7193830128532
24,4241.819218825382,299.6683476442948,0.0,0.0,812.4699833459345
25,4158.646292966061,278.76125362259984,2.98789642415823,0.16453125000000002,796.5391993587593
26,4077.104208790256,259.31279406753475,1752.8992355061614,85.24035,780.9207836850582
27,3997.1609890100544,241.22120378375323,0.0,0.0,765.6086114559392
28,3918.7852833431907,224.39181747325884,372.78034707479554,24.6884625,750.5966778979797
29,3841.9463562188143,208.7365743937292,0.0,0.0,735.8790959784114
30,3766.614074724328,194.17355757556203,44372.432491235304,1801.7412221250001,0.0
31,3692.7588967885567,180.62656518656934,0.0,0.0,0.0
32,3620.3518595966243,168.02471180145986,0.0,0.0,0.0
33,3549.3645682319843,156.3020574897301,489.1170108357971,29.453287500000002,0.0
34,3479.769184541161,145.3972627811443,305.5168717625304,22.78648125,0.0
35,3411.5384162168248,135.25326770339004,0.0,0.0,0.0
36,3344.6455060949256,125.81699321245586,0.0,0.0,0.0
37,3279.0642216616925,117.03906345344731,0.0,0.0,0.0
38,3214.768844766365,108.87354739855566,0.0,0.0,0.0
39,3151.7341615356518,101.27771851028432,1355.0481222342264,85.24035,0.0
40,3089.9354524859327,94.21183117235752,41549.596401972856,3391.05531375,0.0
41,3029.3484828293463,87.6389127184721,0.0,0.0,0.0
42,2969.9494929699467,81.52456997067173,282.5209147053417,24.6884625,0.0
43,2911.7151891862227,75.83680927504348,0.0,0.0,0.0
44,2854.6227344962963,70.5458690930637,393.37873360702343,29.453287500000002,0.0
45,2798.6497397022517,65.6240642726174,0.0,0.0,0.0
46,2743.774254610051,61.04564118383014,0.0,0.0,0.0
47,2689.974759421618,56.78664296170246,0.0,0.0,0.0
48,2637.2301562957036,52.824784150420896,0.0,0.0,0.0
49,2585.5197610742193,49.13933409341478,0.0,0.0,0.0
