Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),WHOLEHOUSE PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE FRIDGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE RANGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE:Zone Mean Air Dewpoint Temperature [C](Hourly),WHOLEHOUSE:Zone Ventilation Mass Flow Rate [kg/s](Hourly),WHOLEHOUSE:Zone Air Temperature [C](Hourly),WHOLEHOUSE:Zone Air Relative Humidity [%](Hourly),WHOLEHOUSE:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),WHOLEHOUSE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),WHOLEHOUSE:Zone Heat Index [C](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),WHOLEHOUSE_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),WHOLEHOUSE_TB SCHEDULE:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 01/21  01:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801973243614797,0.0,19.831504663782785,2.2810199929844439,500.0000000000017,25650515.02981448,0.0,21.465058294012434,17.9297706522001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.6292942623248,3600.0 
 01/21  02:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972958649047,0.0,19.832315429766618,2.2809053102220124,500.0000000000015,27039191.8335199,0.0,21.41161581738612,17.93065950028797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.632228395354278,3600.0 
 01/21  03:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.832702901625856,2.2808505044271309,500.0000000000013,27384302.67648203,0.0,21.36961403935886,17.93108428829293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63261903192736,3600.0 
 01/21  04:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833003624463129,2.280807976824497,500.0000000000012,28406248.324403146,0.0,21.336102561243764,17.931413972970974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63294125038874,3600.0 
 01/21  05:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83320045762567,2.280780155005401,500.00000000000116,28900365.328600974,0.0,21.30894391473825,17.931629762991159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63316074291433,3600.0 
 01/21  06:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833267370699539,2.2807706808721228,500.0000000000015,28896177.032817648,0.0,21.286737452311387,17.931703119992269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63325824189391,3600.0 
 01/21  07:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83337557947528,2.2807553716998187,500.00000000000156,29659938.03949941,0.0,21.267154894937414,17.93182174990608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.633352449750848,3600.0 
 01/21  08:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833542355970488,2.2807317318891946,500.00000000000156,29966049.697181345,0.0,21.249252383435203,17.93200458678909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.633503369742488,3600.0 
 01/21  09:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83366977934962,2.2807137244435746,500.0000000000015,29816442.585370199,0.0,21.233416025166397,17.93214428231172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63364110192864,0.0 
 01/21  10:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833768037143665,2.280699865268617,500.00000000000156,30473860.236377539,0.0,21.2191653608404,17.932252004006715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.633745877882038,0.0 
 01/21  11:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83384525812606,2.2806889401504155,500.0000000000016,30691456.29195442,0.0,21.20618364870748,17.93233666182038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63382784616542,0.0 
 01/21  12:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833906348225818,2.280680274535056,500.0000000000016,30481203.849618529,0.0,21.1942434988614,17.932403634661264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.6338926048919,0.0 
 01/21  13:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833954552111157,2.28067346369608,500.0000000000015,31079429.610987985,0.0,21.18317638647553,17.93245648109655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.633943764102529,0.0 
 01/21  14:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833992087477705,2.2806681366450944,500.00000000000156,31248952.788385877,0.0,21.172854396476418,17.93249763090454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.633983767842739,0.0 
 01/21  15:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.834020480130815,2.280664124754036,500.0000000000016,30998497.768065044,0.0,21.163178323195376,17.932528758068036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.6340142950033,0.0 
 01/21  16:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.834040756029734,2.2806612593988255,500.0000000000014,31561590.085216784,0.0,21.154069664964813,17.932550986739235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63403648321443,0.0 
 01/21  17:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.834053547282836,2.2806594731339935,500.0000000000014,31287685.996215978,0.0,21.14546516198968,17.93256501047629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63405105414671,0.0 
 01/21  18:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83405913357536,2.2806586647900954,500.0000000000015,31838428.262590074,0.0,21.137313039248839,17.9325711342913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63405836975699,3600.0 
 01/21  19:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.834057417587194,2.2806589018256888,500.0000000000016,31964343.79723539,0.0,21.129606800416977,17.932569252893587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63405842349562,3600.0 
 01/21  20:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.834045919284063,2.280660588954565,500.00000000000156,31666699.57514804,0.0,21.122298309773766,17.932556648812949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63404918846243,3600.0 
 01/21  21:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83402613168798,2.280663321479589,500.0000000000016,32193583.978231484,0.0,21.11530450420738,17.932534953806525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63403154877825,3600.0 
 01/21  22:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.833993554159695,2.2806679425504976,500.0000000000016,32300309.17732993,0.0,21.108676888155917,17.932499239186705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63400271947043,3600.0 
 01/21  23:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83393942035875,2.280675598857588,500.00000000000139,31985241.324002766,0.0,21.102351787880246,17.932439891920347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63395341632321,3600.0 
 01/21  24:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-26.801972103751788,0.0,19.83382622739,2.2806916191314565,500.0000000000012,32496271.97034962,0.0,21.09635940987621,17.932315797961878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-46.63385549872016,3600.0 
 01/21  01:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.832870394883146,3.39881363886799,500.00000000000036,22720653.70957898,0.0,21.596884483115067,17.960459790497464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63061608286706,3600.0 
 01/21  02:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.833762344910839,3.39862562159509,500.0000000000004,24101445.13267916,0.0,21.542900910335637,17.961436026188019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63365896920999,3600.0 
 01/21  03:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83420959860755,3.3985312967575789,500.00000000000048,24441723.549664249,0.0,21.500354935003246,17.961925542328087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63411185526731,3600.0 
 01/21  04:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.834559703724488,3.3984575286796687,500.0000000000007,25460790.911451226,0.0,21.466356980697876,17.96230873179024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63448605204195,3600.0 
 01/21  05:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.834797430770938,3.398407431557831,500.0000000000009,25952925.591449657,0.0,21.438786519907315,17.962568923449824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.634748293167607,3600.0 
 01/21  06:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.834911555168689,3.398383315801916,500.0000000000011,25947175.38542003,0.0,21.4161361669681,17.962693830598164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63489108199465,3600.0 
 01/21  07:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835010417960484,3.398362566702513,500.00000000000127,26708750.144363539,0.0,21.39662237665536,17.9628020378871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63499072959027,3600.0 
 01/21  08:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83519865895641,3.3983228720121207,500.00000000000116,27012729.43179778,0.0,21.378532542531319,17.963008066510147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.635154162257567,3600.0 
 01/21  09:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835343846640876,3.3982922730887039,500.000000000001,26860741.696546206,0.0,21.362584237164627,17.963166973991166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63531104585179,0.0 
 01/21  10:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83545654474458,3.3982685083399906,500.00000000000116,27515568.777711777,0.0,21.348270373945789,17.96329032138125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63543100392366,0.0 
 01/21  11:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835545907202876,3.398249668058206,500.00000000000116,27730397.509609295,0.0,21.335262640365657,17.963388128144684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.635525635886,0.0 
 01/21  12:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835617425860304,3.3982346466426627,500.0000000000012,27517251.903021419,0.0,21.323325503882168,17.963466406442003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.635601213948827,0.0 
 01/21  13:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835674750850275,3.3982225395374168,500.00000000000127,28112492.30545826,0.0,21.312284253491204,17.963529147800995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.635661793356977,0.0 
 01/21  14:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83572040096491,3.398212944721778,500.0000000000013,28278971.222304446,0.0,21.30200619644046,17.963579112395807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63571014243151,0.0 
 01/21  15:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83575613710088,3.3982054099355807,500.00000000000127,28025450.11652276,0.0,21.292388409163075,17.963618225403736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63574818972963,0.0 
 01/21  16:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835783179424977,3.3981997341809646,500.0000000000012,28585468.847486557,0.0,21.283349486322785,17.963647823759979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63577727594998,0.0 
 01/21  17:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.8358023335108,3.398195666213198,500.00000000000127,28308500.795716995,0.0,21.274823879819978,17.963668787035226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63579830041067,0.0 
 01/21  18:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835814052385989,3.398193206043115,500.0000000000013,28856214.012373985,0.0,21.266757990242604,17.963681613560156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63581179764782,3600.0 
 01/21  19:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83581844039911,3.398192303432427,500.00000000000127,28979147.327866649,0.0,21.259143982277558,17.963686416806433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63581795496817,3600.0 
 01/21  20:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835813200344938,3.3981933603968508,500.0000000000013,28678574.333807328,0.0,21.25193269071621,17.96368068034535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63581492644379,3600.0 
 01/21  21:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835799696541437,3.3981961759476029,500.00000000000127,29201537.324475357,0.0,21.24510141585711,17.963665899678657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63580413145286,3600.0 
 01/21  22:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.83577492036741,3.3982014536078197,500.0000000000013,29305310.524114375,0.0,21.23857585356361,17.9636387836928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63578148562701,3600.0 
 01/21  23:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835735506557407,3.3982097461544349,500.00000000000139,28988085.269492426,0.0,21.232321220894339,17.963595645029405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.63574582981946,3600.0 
 01/21  24:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-22.802398474921426,0.0,19.835664768534515,3.3982246716788326,500.0000000000013,29497066.637663604,0.0,21.226364898429549,17.963518222926255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0,-42.635683122968078,3600.0 
