Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),FRIDGE:Electric Equipment Electricity Energy [J](Hourly),RANGE:Electric Equipment Electricity Energy [J](Hourly),CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE 1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE 1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE 1:Zone Air Temperature [C](Hourly),ZONE 1:Zone Air Relative Humidity [%](Hourly),ZONE 1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),ZONE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE 1:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 01/21  01:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42418589072143,0.0,19.89069265818108,3.8742428221549876,595.7813191832896,52923762.52223839,0.0,21.5019462627802,18.03647826435546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  02:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42344592956728,0.0,19.891379686425478,3.8743559966647149,595.7785403444178,53911057.13411167,0.0,21.446607879716308,18.037236950536494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  03:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.422920605023046,0.0,19.891601256524067,3.874500297065537,595.7765931836376,54654372.29402815,0.0,21.403348543302334,18.037484445488749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  04:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42256016407692,0.0,19.891770039770515,3.8745954874655879,595.7752617041748,55246022.734356168,0.0,21.368962261470068,18.037672592586945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  05:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.422311134159803,0.0,19.891874211331513,3.8746639172421677,595.7743484813055,55725315.503666069,0.0,21.341207181480905,18.03778896808155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  06:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.422147966129466,0.0,19.89182949906279,3.8747361158460476,595.7737551341728,56123581.57489556,0.0,21.319664345142955,18.037741669771714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  07:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42204311350765,0.0,19.891975145813676,3.8747405677659709,595.7733709270108,56462868.96897614,0.0,21.2981301415958,18.037901997442263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  08:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421955650507984,0.0,19.892074023619928,3.874749609103422,595.773050677434,56758333.616139058,0.0,21.279838832310774,18.03801099910851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  09:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421887126211155,0.0,19.89214474650432,3.8747584494974038,595.7727991927582,57016090.53325348,0.0,21.263623852301018,18.038089025113857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  10:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421834041747819,0.0,19.89219868276127,3.8747655193346279,595.772604131961,57250388.01203136,0.0,21.249020605759438,18.038148539597804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  11:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42179268497621,0.0,19.892240402185089,3.8747709903751934,595.7724531530413,57462792.34953802,0.0,21.23571025619451,18.038194573818957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  12:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421760812613308,0.0,19.892272719070765,3.8747751964265855,595.7723362833447,57657136.30969986,0.0,21.223462505264778,18.038230232217864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  13:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421736327598717,0.0,19.892297502243556,3.8747785226351199,595.7722458625692,57836304.96898228,0.0,21.212106357746323,18.03825758055894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  14:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421717148388067,0.0,19.892316024524765,3.874781215713774,595.7721761492011,58002507.34231163,0.0,21.201511926392578,18.038278025387549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  15:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421702545800785,0.0,19.892329151812324,3.874783540306115,595.7721229069166,58157465.99907222,0.0,21.19157843865252,18.03829252610155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  16:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421691712255304,0.0,19.892337451325817,3.874785700096507,595.7720830539926,58302549.15101038,0.0,21.182226147836709,18.03830171196092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  17:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42168400282754,0.0,19.89234124878815,3.874787750900453,595.7720543930512,58438862.845557179,0.0,21.17339081705609,18.038305942718254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  18:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421678473581794,0.0,19.89234064453202,3.874789849538145,595.7720354191129,58570915.55724399,0.0,21.16501995159976,18.038305332834278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  19:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42167554476452,0.0,19.892335483127753,3.8747922088478154,595.7720252026334,58691772.65387057,0.0,21.157106694184344,18.038299716893783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  20:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42167496501148,0.0,19.89232417716877,3.874795130803067,595.7720236745372,58805442.45164685,0.0,21.149602839460547,18.038287356634397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  21:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42167677091677,0.0,19.892307189445398,3.874798529193982,595.7720311209056,58913825.81025648,0.0,21.142425733555315,18.038268758874446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  22:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42168119304877,0.0,19.892281169531424,3.8748031878370865,595.7720484155952,59016031.168805669,0.0,21.135630450059904,18.03824025861142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  23:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.42168918212005,0.0,19.892237891650056,3.874810558873424,595.7720796358033,59113113.75971568,0.0,21.129164569403519,18.038192845407868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  24:00:00,-26.8,-26.8,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-21.421707145632355,0.0,19.89208561798453,3.874840351170523,595.7721523914922,59204965.08455606,0.0,21.123332127715164,18.038026122285765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  01:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.550971429051275,0.0,19.891218868813025,5.104063487444029,602.8836147616069,45684258.35867204,0.0,21.638560245556876,18.0691690800887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  02:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.550374553135759,0.0,19.891967176141905,5.104115577468842,602.8804788916725,46663530.66369516,0.0,21.582638552556135,18.06999357827889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  03:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.5499344894093,0.0,19.89222712288181,5.104246548036289,602.878192957832,47402033.30081448,0.0,21.538793176073797,18.07028293947983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  04:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.54962128718236,0.0,19.892427514929979,5.1043348232490459,602.8765704846261,47990838.561633277,0.0,21.50388468735691,18.0705056756967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  05:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.549397260577906,0.0,19.892558137114905,5.10440194808664,602.8754164770628,48468181.06285231,0.0,21.47568181407132,18.070651112804215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  06:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.54924128897433,0.0,19.892587808899337,5.104468048400092,602.8746174933996,48865398.95257168,0.0,21.452970687105596,18.070685477719719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  07:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.549134612391705,0.0,19.89268735238654,5.104488306593338,602.8740695679431,49201870.01727353,0.0,21.43222712093039,18.070795504519585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  08:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.54905254724398,0.0,19.89279417460024,5.10449415928061,602.8736485666503,49495223.868932988,0.0,21.413740929543768,18.07091316177482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  09:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548987627399684,0.0,19.89287615794198,5.1044997410106369,602.8733138179125,49750632.23928319,0.0,21.397407111479429,18.071003489195904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  10:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548936359039084,0.0,19.89293926779414,5.104504621386933,602.8730498919138,49982362.29738621,0.0,21.38273597929604,18.07107303746532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  11:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548895904947213,0.0,19.892988683519577,5.104508559280436,602.8728424484331,50192024.28880079,0.0,21.36939677997074,18.071127497586077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  12:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548864035672606,0.0,19.89302759458399,5.104511706385045,602.872679434365,50383495.80920576,0.0,21.35715064480177,18.07117038193133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  13:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548839213517018,0.0,19.893058130915397,5.104514056000987,602.8725513049556,50559702.68110563,0.0,21.345820052557145,18.071204033246965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  14:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.54881965766866,0.0,19.893081759433199,5.104515999418844,602.8724507124757,50722888.54273976,0.0,21.33527008493905,18.071230075361343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  15:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.54880417520978,0.0,19.89309949781889,5.104517911082795,602.8723720973127,50874804.26125603,0.0,21.325396062953556,18.071249637501276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  16:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548792218610204,0.0,19.89311203933406,5.104519655727608,602.8723113094196,51016840.66796252,0.0,21.31611518187826,18.071263478722579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  17:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548783279499984,0.0,19.893119823691437,5.104521522827233,602.8722652980539,51150121.72301389,0.0,21.30736079401707,18.071272090267735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  18:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548776880648246,0.0,19.893123067874293,5.1045236451083169,602.8722318771,51279170.16618219,0.0,21.299078458894436,18.071275714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  19:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.5487725696859,0.0,19.893121757421377,5.104526240115437,602.8722095652101,51397073.3221263,0.0,21.291259853137363,18.071274340544308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  20:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548770000292696,0.0,19.893114449005965,5.104529739292932,602.8721978676566,51507847.41246374,0.0,21.28385555244047,18.071266392654765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  21:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548769597196807,0.0,19.893102082494417,5.104533777613863,602.8721966417361,51613383.37071534,0.0,21.276780508858278,18.07125289493711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  22:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548771465133638,0.0,19.893082205912877,5.104539249530173,602.8722061079718,51712840.838319908,0.0,21.27008653271828,18.071231173575229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  23:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548775390207294,0.0,19.8930500034226,5.104547505117644,602.8722289818744,51807299.04732478,0.0,21.263710166116238,18.071195966398489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  24:00:00,-22.8,-22.800000124648308,100.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-18.548783414724995,0.0,19.892988651297914,5.104563086362348,602.8722730091409,51897459.436383489,0.0,21.257676019584225,18.071128885904945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
