Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),FRIDGE:Electric Equipment Electricity Energy [J](Hourly),RANGE:Electric Equipment Electricity Energy [J](Hourly),CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE 1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE 1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE 1:Zone Air Temperature [C](Hourly),ZONE 1:Zone Air Relative Humidity [%](Hourly),ZONE 1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),ZONE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE 1:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 04/17  04:00:00,9.4,-3.7124999999999996,37.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-1.2568937246717738,0.0,19.954399403008016,23.616994954426266,743.1866083502284,2979521.0666578675,0.0,22.733197297645437,18.622060878229953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  05:00:00,6.025,-2.4875,54.625,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-1.0900847454487839,0.0,19.941114800631448,23.966988439784936,742.8321575873088,5017482.994231766,0.0,22.646712708890406,18.61658653440009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  06:00:00,5.0,-0.75,65.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-0.5860501456394047,0.0,19.937603831654209,24.997038427146046,730.9721191205323,6546073.550389083,0.0,22.574639740196884,18.639620218195107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1800.0 
 04/17  07:00:00,6.975,1.0625,65.75,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.38864971024576336,0.0,19.94668935531134,26.972734588419767,726.5072262518366,4468189.654864142,0.0,22.5869935065381,18.70120191620677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  08:00:00,9.175,1.7,59.375,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,1.5197345944254706,0.0,19.955108925659986,29.25013736972849,731.0209138158502,3121841.4748078908,0.0,22.77965006546279,18.769928960657784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  09:00:00,10.6875,1.7,53.5,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.3235552914076638,0.0,19.95832122489215,30.9718047027456,746.108697720394,1374490.700512718,0.0,23.128561484568693,18.818417136841945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  10:00:00,12.475000000000002,1.7,47.625,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.865774670727781,0.0,20.12351840184499,31.859552973348067,763.4675237347652,219733.49338162525,0.0,23.518937138005023,19.02331412522247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  11:00:00,13.9875,1.3249999999999998,41.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.2017489692578255,0.0,20.747391530124955,31.39467104815904,777.1819208627875,204356.61873796857,0.0,24.026025740168536,19.697435982728267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  12:00:00,15.4625,0.7875000000000001,36.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.405078594936625,0.0,21.089415958820149,31.185910280990485,797.8155141956175,205396.33024432348,0.0,24.283144189051336,20.068211878705804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  13:00:00,15.4125,0.6,36.25,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.5426432538635694,0.0,21.13083037923953,31.410525650987887,821.2999873191252,205961.8251809476,0.0,24.330116476281597,20.11963269805039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  14:00:00,14.624999999999999,0.6,38.25,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.520635831098962,0.0,20.93181616561671,31.747612322416349,828.259662297393,206172.1152831223,0.0,24.207129471281769,19.909518770597037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  15:00:00,10.274999999999999,3.35,65.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.769621695812588,0.0,20.255346657423809,33.703193196391897,794.2273935733708,393260.18523611439,0.0,23.821953817327949,19.216449785594337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  16:00:00,7.8,5.6875,86.375,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,4.966928433608722,0.0,19.945724299033694,37.35539405910499,743.5860754166073,1263983.284354636,0.0,23.537690504236264,18.97124312936925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  17:00:00,8.1125,6.1,87.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,6.04898723829691,0.0,19.941660768350788,40.27360211092865,730.7865214518613,1096420.2796118675,0.0,23.488633492655408,19.04297090030456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  18:00:00,8.3,6.1,86.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,6.648427633843043,0.0,19.942815151659429,41.96764855124894,735.8469080067077,1626812.9360811215,0.0,23.3689421699726,19.08847415677465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  19:00:00,8.3,5.7875,84.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,6.898651609943544,0.0,19.94008616535372,42.70191557652215,733.6654323140718,2246729.914043657,0.0,23.20812295351933,19.1046447997205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/17  20:00:00,8.3,5.6,83.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,6.919182415986368,0.0,19.94538753273141,42.748066433328798,730.4305970590974,2791761.2808019018,0.0,23.06632895813396,19.111681353985909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  21:00:00,7.6125,4.1625,78.625,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,6.67148190428334,0.0,19.945436142323986,42.02866246693688,726.2117888332376,3405257.9113904417,0.0,22.94395556722009,19.092950387637516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  22:00:00,6.8875,2.6125,74.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,5.879519382030185,0.0,19.94356173510875,39.80044107931263,720.9676985647907,4008955.3624863,0.0,22.839043095826214,19.03270720346835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  23:00:00,6.324999999999999,1.5125000000000002,71.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,4.9148888610534799,0.0,19.942682609919449,37.222471381002069,711.2241234866748,4614392.691124967,0.0,22.74566258932665,18.964426512526445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/17  24:00:00,6.1,1.4749999999999999,71.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,4.100769585404913,0.0,19.942299583401565,35.15600350859883,705.5850792021269,4675731.7427658089,0.0,22.677638840002513,18.910047411132909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  01:00:00,5.4125,0.6375,71.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.6374724500393165,0.0,19.939870503221458,34.03379590872605,710.2233043383299,5834856.292012137,0.0,22.63120558357145,18.87807333560479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  02:00:00,5.0,0.0,70.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.0447727246534348,0.0,19.938150974201606,32.64042241992689,712.1513598299267,8784264.28836783,0.0,22.59005141211446,18.839799323697638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  03:00:00,4.625,-0.375,70.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.5793884418290915,0.0,19.936953107778998,31.58166949914385,713.3106417860627,9192559.30204856,0.0,22.552152728927909,18.81083645547899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  04:00:00,3.0250000000000005,-0.9125000000000001,75.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.079838356270994,0.0,19.93079854441205,30.489053790393706,710.7988868221609,10739880.73284145,0.0,22.496819885315739,18.775537025602426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  05:00:00,1.5125000000000002,-0.7875000000000001,84.25,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,1.6162861338572679,0.0,19.92539536835619,29.503320212818175,704.0843416298051,12661310.281432204,0.0,22.43524015323539,18.743854932970956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  06:00:00,1.7875000000000004,-1.6,77.375,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,1.253591478064777,0.0,19.926446245575666,28.743939001073927,698.6178392822662,12145131.732112058,0.0,22.417083081093513,18.725182610716833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1800.0 
 04/18  07:00:00,2.5749999999999999,-2.2,69.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.6768046179492162,0.0,19.928602805574479,27.569992286143245,696.9621658334712,10015351.35571309,0.0,22.53238477691923,18.696901773603448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  08:00:00,3.4875,-2.5749999999999999,63.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.1708306390139902,0.0,19.931374193557575,26.571844690815277,696.666122114867,9052928.855058492,0.0,22.547747154506756,18.673887557617954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  09:00:00,4.5875,-2.8,56.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-0.2425558698776823,0.0,19.93568803118324,25.716702318472469,699.2449590783327,7742823.66352928,0.0,22.57624414315095,18.656304061506135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  10:00:00,5.375,-2.8,53.75,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-0.4917744777905171,0.0,19.938012558792499,25.188902548857393,706.0967428177335,4178228.9465161247,0.0,22.659588559813657,18.645079603447475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  11:00:00,6.2875,-3.8000000000000004,46.75,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-0.7696132570883698,0.0,19.940125327599107,24.614255180737368,712.3685875133259,3501108.98553754,0.0,22.745574630986196,18.632398967856049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  12:00:00,7.0125,-3.7124999999999996,44.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-1.1818978591789029,0.0,19.941820977393438,23.783481091232248,715.8148546070006,3117127.1309423309,0.0,22.81000481691993,18.61257174807052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  13:00:00,7.8875,-4.737499999999999,39.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-1.4631790367709857,0.0,19.943980212338514,23.23159373730749,714.5785798240798,2629425.3496358834,0.0,22.874574775851799,18.600536514490949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  14:00:00,7.987500000000001,-5.9125,35.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-2.066921477421816,0.0,19.94244010255055,22.09299390708425,720.4256967401402,2306842.2232056364,0.0,22.907813821500235,18.56911228704614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  15:00:00,7.1125,-5.7875,37.5,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-2.50936649482422,0.0,19.937519757878897,21.294385087524007,727.4328667574289,2465311.3823495467,0.0,22.886590709811946,18.54284734428547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  16:00:00,6.324999999999999,-3.8499999999999998,46.5,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-2.5011982250531146,0.0,19.934282916401345,21.313713869979297,726.6897339781092,2940230.61455773,0.0,22.869471277298048,18.539791514646497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  17:00:00,5.0375,0.32500000000000026,72.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,-1.3370416653590065,0.0,19.929920722346503,23.518353046934096,710.9674577488056,5217257.336431537,0.0,22.825787212837559,18.592558679695544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  18:00:00,3.7124999999999996,2.2,89.75,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.527168626113244,0.0,19.92576926515127,27.282596402034654,705.0947832742007,8371646.303202852,0.0,22.756146165115639,18.68628065327508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  19:00:00,3.1125,2.075,92.625,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,1.6553261581362025,0.0,19.92628652743498,29.58712385820546,699.4306523591968,10596022.382824058,0.0,22.646306175696876,18.74702341425384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 04/18  20:00:00,2.875,2.125,94.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.2873800889462916,0.0,19.929114549456626,30.94707821386657,688.7746965480246,12252525.244914875,0.0,22.54468685978156,18.78564415776436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  21:00:00,2.8,2.2,96.0,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.7105476941952064,0.0,19.93040803393016,31.889902672233185,684.7718896638796,13289545.828396628,0.0,22.452189180472549,18.811685184875935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  22:00:00,2.925,2.075,94.125,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,2.957565562433424,0.0,19.93183507265128,32.450609043853088,682.7410790552769,13529892.207511835,0.0,22.42228050033604,18.827895593839235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  23:00:00,3.1875,2.5,95.5,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.161372742820113,0.0,19.93292515723483,32.92076803702408,681.6812816217392,13235106.92439048,0.0,22.425799986201996,18.841371060591727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/18  24:00:00,3.3,2.425,93.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.4122067627625176,0.0,19.933384193019568,33.50853622511459,685.4009897108733,12779182.94984898,0.0,22.43036226623167,18.857223280421743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/19  01:00:00,3.675,1.8875000000000002,88.25,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.4524142657791168,0.0,19.933854436979379,33.60276959070725,690.0173014343627,12111966.811899819,0.0,22.43138058171542,18.860201086656894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/19  02:00:00,3.5249999999999996,1.7,87.875,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.3885231104599926,0.0,19.933363975347569,33.45250789317379,693.2305188153072,12220351.40338419,0.0,22.426815969349179,18.855738078981859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 04/19  03:00:00,3.1125,1.8875,91.5,0.0,147945.20547945205,0.0,0.0,0.0,0.0,0.0,0.0,3.315064581624533,0.0,19.932957140043997,33.28007044062317,692.1382216611909,13121926.042410896,0.0,22.415957619517145,18.850788026664675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
