Time,WHOLEHOUSE:GREAT FALLS INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],WHOLEHOUSE:GREAT FALLS INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
19:30:00,6.852499E+03,3.848428E+03,2.240085E-01,3.093757E-01
19:45:00,6.860344E+03,3.692613E+03,2.242649E-01,2.968495E-01
20:00:00,6.868147E+03,3.480878E+03,2.245200E-01,2.798277E-01
20:15:00,6.875733E+03,3.213822E+03,2.247680E-01,2.583585E-01
20:30:00,6.883252E+03,2.918736E+03,2.250138E-01,2.346360E-01
20:45:00,6.890571E+03,2.620685E+03,2.252531E-01,2.106751E-01
21:00:00,6.897857E+03,2.340755E+03,2.254913E-01,1.881713E-01
21:15:00,6.904975E+03,2.094027E+03,2.257239E-01,1.683366E-01
21:30:00,6.912046E+03,1.869458E+03,2.259551E-01,1.502836E-01
21:45:00,6.919084E+03,1.667559E+03,2.261851E-01,1.340530E-01
22:00:00,6.926092E+03,1.488160E+03,2.264142E-01,1.196313E-01
22:15:00,6.932912E+03,1.330421E+03,2.266372E-01,1.069508E-01
22:30:00,6.939679E+03,1.192066E+03,2.268584E-01,9.582857E-02
22:45:00,6.946411E+03,1.071179E+03,2.270785E-01,8.611070E-02
23:00:00,6.953111E+03,9.666137E+02,2.272975E-01,7.770481E-02
23:15:00,6.959612E+03,8.775540E+02,2.275100E-01,7.054547E-02
23:30:00,6.965911E+03,7.975665E+02,2.277159E-01,6.411548E-02
23:45:00,6.972181E+03,7.235201E+02,2.279209E-01,5.816300E-02
24:00:00,6.978455E+03,6.530461E+02,2.281260E-01,5.249766E-02
Peak,6.978455E+03,4.290923E+03,2.281260E-01,3.449501E-01

Peak Vol Flow (m3/s),,,2.166151E-01,3.275444E-01
