Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),WHOLEHOUSE PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE FRIDGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE RANGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE:Zone Mean Air Dewpoint Temperature [C](Hourly),WHOLEHOUSE:Zone Ventilation Mass Flow Rate [kg/s](Hourly),WHOLEHOUSE:Zone Air Temperature [C](Hourly),WHOLEHOUSE:Zone Air Relative Humidity [%](Hourly),WHOLEHOUSE:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),WHOLEHOUSE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),WHOLEHOUSE:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),WHOLEHOUSE_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 01/21  11:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.664283364827367,0.0,19.887846569402226,13.743393479019988,1131.316582024756,29202225.24375331,0.0,21.43096649396046,18.291042056072418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  12:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.664016174472952,0.0,19.887893167911643,13.743674144619652,1131.313955002905,29397388.978188829,0.0,21.41911195058872,18.291100642923437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  13:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.663770487730167,0.0,19.887930729058867,13.743936443137186,1131.3115570821888,29577247.664401667,0.0,21.40812826562217,18.291148809091113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  14:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.663545231029515,0.0,19.887960824345059,13.744180891346258,1131.3093728976028,29744040.346523964,0.0,21.39788761833016,18.29118829672027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  15:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.663338930395086,0.0,19.887984549790955,13.74440801707252,1131.3073873015597,29899513.781194159,0.0,21.38829085137692,18.29122032521583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  16:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.663150521612825,0.0,19.888002659733198,13.744618513037075,1131.3055857616878,30045055.278894918,0.0,21.379259517912034,18.291245742435824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  17:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662978567754989,0.0,19.888015644336816,13.744813611521482,1131.3039546061967,30181785.98409478,0.0,21.3707304314379,18.291265119738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  18:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662822081013732,0.0,19.888023766362758,13.744994250256001,1131.3024811825108,30314226.635052235,0.0,21.36265188920238,18.29127877064461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  19:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662680048448383,0.0,19.888027059830834,13.745161665239295,1131.3011539775594,30435441.45557973,0.0,21.355017453121353,18.29128676485072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  20:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662551561604714,0.0,19.88802396086762,13.745318330320928,1131.2999633477228,30549431.64502535,0.0,21.34777943497731,18.291287446690544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  21:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662435865966756,0.0,19.88801532607963,13.745464346625893,1131.298900835956,30657102.410019336,0.0,21.340916095399,18.291281761071717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  22:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662332297551051,0.0,19.88799909157519,13.745602067363088,1131.2979599259448,30759493.725380385,0.0,21.334354198421538,18.2912674991583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  23:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662240558907568,0.0,19.887972846509883,13.745734622833977,1131.2971362588954,30857536.583959916,0.0,21.328059665698665,18.291242090757096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  24:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-7.662160778896739,0.0,19.88792483811377,13.745871177160283,1131.2964320333613,30951136.770464027,0.0,21.322061178796369,18.291192847106559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  01:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.364330165383004,0.0,19.886943019513624,15.38556667487532,1168.82966138087,21769601.367013448,0.0,21.82722090760101,18.332927117975616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  02:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.363848855905374,0.0,19.887562228865563,15.385615637565705,1168.8237661607907,22738554.353574505,0.0,21.773574388878296,18.333609526733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  03:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.363370548850644,0.0,19.887890473818154,15.385938148215797,1168.817983730733,23473764.742850599,0.0,21.73126090014733,18.333979017292273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  04:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.362910677118866,0.0,19.888147846314177,15.386303617094825,1168.8124575296156,24062534.30065714,0.0,21.697414593304847,18.334271669836406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  05:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.362473723522486,0.0,19.888324296940757,15.386715931895921,1168.807240615165,24541327.05803079,0.0,21.669968370065157,18.334476531523224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  06:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.362064685989554,0.0,19.888408559024759,15.387178931693246,1168.8023902224095,24940885.817468935,0.0,21.647501763964905,18.334581309254788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  07:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.361686028649073,0.0,19.888500927290129,15.38759394210251,1168.7979274954687,25278829.541997158,0.0,21.62789954120633,18.3346937507296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  08:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.361333523682227,0.0,19.888637521599017,15.387932142964381,1168.7937911409973,25573874.57788683,0.0,21.60990158027422,18.334852835269655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  09:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.361002667389196,0.0,19.88874375198527,15.388270568048803,1168.7899306394073,25830725.701141064,0.0,21.594029036341604,18.334978525349518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  10:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.360693890247767,0.0,19.88882732743211,15.388600956524654,1168.78634818704,26063661.8120184,0.0,21.579788166655946,18.335079085151244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  11:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.360407137696209,0.0,19.88889446090523,15.388918025384731,1168.7830373497098,26274322.95570516,0.0,21.56685275216501,18.335161210991907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  12:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.3601413738818259,0.0,19.888948978341863,15.389219335772087,1168.7799868903449,26466623.01376535,0.0,21.55498762234989,18.33522904772121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  13:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.359895740065455,0.0,19.888993456087879,15.38950319563556,1168.777183235001,26643522.752674417,0.0,21.54401792932298,18.335285385138258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  14:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.359669268402428,0.0,19.889029690293194,15.389769875407087,1168.7746118011142,26807296.072874857,0.0,21.53381074166332,18.335332206069258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  15:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.359460641763652,0.0,19.88905895130267,15.39001901485172,1168.7722577983548,26959718.65429879,0.0,21.524262908483615,18.335370898487399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  16:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.359269154397344,0.0,19.889082135333898,15.390251612477688,1168.7701067298525,27102201.125503854,0.0,21.51529286572058,18.335402474304208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  17:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,-6.359093296521131,0.0,19.88909985583529,15.390468167828996,1168.7681447120334,27235883.135224087,0.0,21.506834957453746,18.33542762135658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
