Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),WHOLEHOUSE PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE FRIDGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE RANGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE:Zone Mean Air Dewpoint Temperature [C](Hourly),WHOLEHOUSE:Zone Ventilation Mass Flow Rate [kg/s](Hourly),WHOLEHOUSE:Zone Air Temperature [C](Hourly),WHOLEHOUSE:Zone Air Relative Humidity [%](Hourly),WHOLEHOUSE:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),WHOLEHOUSE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),WHOLEHOUSE:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),WHOLEHOUSE_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 01/21  01:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.656709597620686,0.0,19.88446154456232,45.13228269123848,2382.38185294172,1615672.6677390929,0.0,22.02696698061669,19.106917302623118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  02:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.65916421931972,0.0,19.88486846390696,45.138707019638889,2382.4167291978467,1626612.0326517698,0.0,21.973514442721624,19.107532660254905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  03:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.66152623398775,0.0,19.885157075454108,45.14517824030707,2382.4491664332165,1634898.2896190917,0.0,21.931545822534245,19.108019103718655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  04:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.663797057256305,0.0,19.88538017232037,45.15155124759181,2382.4794279175578,1641521.736934618,0.0,21.898048554774243,19.108430916572865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  05:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.66598112029203,0.0,19.88552720139819,45.157872293460098,2382.507736388566,1646903.2462259578,0.0,21.87091934005224,19.10875769808947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  06:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.668080632274673,0.0,19.885572652830115,45.16421701391543,2382.5342819240715,1651392.749343011,0.0,21.848870620330847,19.108973362365366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  07:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.670098176105284,0.0,19.885675439860085,45.17014967913996,2382.5592052070835,1655198.653363945,0.0,21.829110640543797,19.109241336579193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  08:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.672041497945921,0.0,19.885799337495926,45.17579486557606,2382.582609241389,1658524.4137057418,0.0,21.811250974721046,19.10952502606889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  09:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.673914792294316,0.0,19.885893518134258,45.181308049036989,2382.6045986725368,1657865.6043590026,0.0,21.795453972352008,19.10977258011698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  10:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.675720468618727,0.0,19.885967261367698,45.186669838623,2382.625273875456,1660501.236820681,0.0,21.781247251745776,19.1099936999574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  11:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.677460798648127,0.0,19.88602607499623,45.19187258536242,2382.6447236693059,1662889.544060629,0.0,21.768314048221784,19.11019424444698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  12:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.679138023005031,0.0,19.886073390924719,45.19691338700828,2382.663028148985,1665073.8617943226,0.0,21.756426047210057,19.110377912900185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  13:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.680754517183691,0.0,19.886111513560718,45.201793225284379,2382.6802602952309,1667086.8810266937,0.0,21.745413738997738,19.11054726579922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  14:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.682312359699921,0.0,19.88614203680109,45.206514883652229,2382.6964871047396,1668953.6624663778,0.0,21.73514836708606,19.110704129109906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  15:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.683813739608808,0.0,19.88616607279767,45.21108023638645,2382.711770428162,1670693.7568299983,0.0,21.72553004387806,19.110849775138644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  16:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.68526091154391,0.0,19.886184387067489,45.215494239403728,2382.7261676169525,1672322.6917758778,0.0,21.71647977761363,19.110985175358665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  17:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.686655498744294,0.0,19.886197476796455,45.21976157946045,2382.7397320405655,1673853.016008368,0.0,21.70793393896126,19.1111109990509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  18:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.687999678606772,0.0,19.886205607877078,45.22388733585839,2382.752513514835,1678895.0353596828,0.0,21.69984047061198,19.11122767132331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  19:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.689295106095483,0.0,19.88620881327477,45.22787764501288,2382.7645586827054,1680251.7088093553,0.0,21.692192902863469,19.111335388666473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  20:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.690543379122975,0.0,19.886205470877074,45.23173963904699,2382.7759117437956,1681527.5291859112,0.0,21.684943154508117,19.111432552984348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  21:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.691746138987996,0.0,19.88619646915826,45.235477394850878,2382.786613955485,1682732.6282772544,0.0,21.678069352421529,19.111520248050753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  22:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.692904825476825,0.0,19.88617977170514,45.23910199740175,2382.796704720489,1683878.6529987725,0.0,21.671497700295516,19.11159652325226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  23:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.694020637246236,0.0,19.8861528588099,45.24262198331811,2382.806221363231,1684976.028106047,0.0,21.665193607415217,19.111658829810858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  24:00:00,-26.8,-26.8,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.695094520655101,0.0,19.886103883299545,45.2460748889552,2382.815201521789,1686023.7458189689,0.0,21.659184765663797,19.111695115952224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  01:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.1894256094003678,0.0,19.88544759097293,43.710012202743929,2383.808370664323,1589523.144214245,0.0,22.133729968625788,19.070864890919649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  02:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.191097625499532,0.0,19.885897792629856,43.7138003987078,2383.8375470774069,1600368.8745549026,0.0,22.079677007779119,19.071459026747996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  03:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.1927132614229809,0.0,19.886232276797295,43.71773272970066,2383.8646254822835,1608597.6176275653,0.0,22.03710411287369,19.07192963686365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  04:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.1942689697566559,0.0,19.88649304435665,43.72168619759955,2383.889836814521,1615187.2232392887,0.0,22.003059875635644,19.07231971061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  05:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.1957662561529169,0.0,19.886671289049109,43.72568897490149,2383.9133806320548,1620545.9940081374,0.0,21.975460003285734,19.07262029674311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  06:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.197204629812782,0.0,19.886755804634104,43.72976917371917,2383.93542581219,1625018.1104584933,0.0,21.952864156246336,19.07281980241129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  07:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.198584550484777,0.0,19.886848714735156,43.733652714235407,2383.9561020815528,1628800.2658241352,0.0,21.933187446757644,19.073023407080379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  08:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.199911028155905,0.0,19.886989593684964,43.737244936911057,2383.9754991079664,1632102.3923414965,0.0,21.91510239515874,19.07327217085058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  09:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.2011885958782539,0.0,19.887097189803744,43.74078265873658,2383.993702894428,1631417.3414735324,0.0,21.89915725339581,19.07348290042891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  10:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.202418244365931,0.0,19.88718194107076,43.744237793019518,2384.0108020618665,1634024.3412387684,0.0,21.88485449556612,19.073666344217796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  11:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.203601264995766,0.0,19.887250045341604,43.74759930541383,2384.026874157187,1636382.0389893244,0.0,21.87186537644382,19.073829031739345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  12:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.204739159935691,0.0,19.887305357766175,43.75085922909725,2384.0419886659958,1638534.2401304688,0.0,21.859952974681759,19.073974995635884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  13:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.205833326275708,0.0,19.887350481201094,43.75401752888581,2384.056208577914,1640514.0821960336,0.0,21.848941224423596,19.074107098130996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  14:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.206885245037287,0.0,19.88738723233472,43.75707096294646,2384.0695914686655,1642347.0150604146,0.0,21.83869622262656,19.074227252934024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  15:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.207896608979279,0.0,19.887416896804475,43.760022701097287,2384.0821902944369,1644052.912422254,0.0,21.829114133587738,19.07433695701358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  16:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.208868664319235,0.0,19.887440381827788,43.76287321986777,2384.094053999903,1645647.5623211514,0.0,21.820112814544463,19.074437220751557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  17:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.209802998495023,0.0,19.88745830821392,43.76562609093989,2384.105228000222,1647143.7200448667,0.0,21.81162617865446,19.074528820298739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0 
 01/21  18:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.210700881632018,0.0,19.887471060518086,43.768284077341537,2384.115754576365,1652151.8546642329,0.0,21.803600192424754,19.07461225081159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  19:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.211563544348866,0.0,19.88747880180997,43.77084976320032,2384.125673221185,1653475.1727238179,0.0,21.79602695050435,19.074687759141204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  20:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.212392328443792,0.0,19.887479998559188,43.77333258047173,2384.1350213356779,1654718.246046167,0.0,21.788857331562697,19.074753904682983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  21:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.213188374872422,0.0,19.887475896499227,43.77573069924231,2384.143833697272,1655891.3421418467,0.0,21.78206754334939,19.0748120099627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  22:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.2139525358055869,0.0,19.887464955138829,43.77805175344524,2384.152143454621,1657006.0118248603,0.0,21.775582229066836,19.074860579770449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
 01/21  23:00:00,-22.8,-22.800000124648308,100.0,0.0,1331506.8493150683,0.0,0.0,0.0,0.0,0.0,0.0,7.214685900018655,0.0,19.88744604323988,43.78030239446541,2384.1599817325607,1658072.819756445,0.0,21.769362882165287,19.074898543419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0,3600.0 
