,pv_dirEn,pv_opCO2,pv_dirMR,pv_emCO2,pv_eTrans
0,2968.769421470323,1272.5076048896774,134100.3431372549,16663.975175250005,1026.2463235294117
1,2910.5582563434536,1183.7280045485372,0.0,0.0,1006.1238465974625
2,2853.488486611229,885.5539609031789,0.0,0.0,986.3959280367278
3,2797.5377319717936,823.7711264215618,0.0,0.0,967.0548314085569
4,2742.6840509527387,519.8983683323095,0.0,0.0,948.0929719691734
5,2688.9059323066062,483.6263891463344,0.0,0.0,929.5029136952679
6,2636.182286575104,259.3704522032646,0.0,0.0,911.2773663679097
7,2584.4924378187293,241.27483925885082,0.0,0.0,893.4091827136369
8,2533.816115508558,167.7246221551181,0.0,0.0,875.8913556016048
9,2484.133446577018,156.0229043303424,0.0,0.0,858.717015295691
10,2435.4249476245272,145.13758542357436,20902.000165625886,570.1339068750001,841.8794267604814
11,2387.6715172789486,135.01170737076686,756.1649553828083,29.453287500000002,825.3719870200798
12,2340.854428704851,125.59228592629475,0.0,0.0,809.1882225687056
13,2294.9553222596583,91.12914527696232,2267.5620735681614,85.24035,793.3217868320644
14,2249.9561982937826,84.77129793205796,491.87575125239954,24.6884625,777.7664576784945
15,2205.8394100919436,78.85702133214694,6920.235230285225,354.29062500000003,762.5161349789162
16,2162.5876569528855,73.35536868106693,0.0,0.0,747.5648382146236
17,2120.18397740479,68.23755226145762,427.79737810399564,22.78648125,732.9067041319839
18,2078.6117425537154,34.978398674552864,0.0,0.0,718.5359844431215
19,2037.854649562466,32.538045278653826,0.0,0.0,704.4470435716877
20,1997.8967152573198,30.267949096422164,22755.014742428553,2061.8839068750003,690.6343564428311
21,1958.7222698601174,28.156231717602015,0.0,0.0,677.092506316501
22,1920.315950843252,26.191843458234434,608.1555250720189,29.453287500000002,663.8161826632363
23,1882.662696905149,15.53372917135549,0.0,0.0,650.8001790816041
24,1845.7477420638718,14.449980624516735,0.0,0.0,638.0393912564747
