,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
0,237.80930999999998,145.03865000000002,50.498720000000006,517.71269,334.37956,232.99206,267.21360999999996,136.92959000000002,48.62729,452.00014999999996,460.55150000000003,543.87572,256.82734,194.71520999999998,172.60266000000001,486.15807,265.3788,556.7868799999999,632.54285,430.37131
1,240.64787,153.03670000000002,50.05583999999999,527.7748,348.6265000000001,230.69612999999998,262.79508999999996,137.63687000000002,47.8441,442.12926,458.96078,534.65317,262.34734,194.84020999999998,182.21047,479.87185,268.20221,559.03877,635.21767,437.18137
2,240.33620000000002,154.30060000000003,48.31446,527.96561,337.35802,230.24845,265.99739,139.11981,47.84111999999999,441.06510999999995,460.77716000000004,533.6030099999999,267.60476,190.68775,177.84401999999997,485.99251000000004,289.85805,555.03217,640.41822,436.12409
3,241.68975,154.85399,44.03518,508.85529,333.14546,225.79715,263.27852999999993,137.84581,47.81728,438.74716,466.20089,538.9625,264.26786000000004,197.57670000000002,175.41597,491.14124,271.65153,559.05781,634.6887800000001,432.94174000000004
4,241.0655,147.71711,36.44491,471.75086999999996,349.20282,225.56320999999997,263.38151,136.48191000000003,48.296170000000004,444.97287,470.41345,543.4759700000001,250.6537,192.11059,182.67603000000003,496.75850999999994,291.61276,550.6778899999999,634.4420100000001,427.72174
5,238.88240000000002,138.14348999999999,33.47448,396.89385,317.87063,216.68677,264.28166999999996,136.38812000000001,47.47879,453.43218,476.33734,553.8172199999999,236.20585,188.32576,179.43681,496.45007000000004,295.02425,538.49162,630.0749000000001,409.23476
6,236.98001,131.4153,42.993140000000004,380.51679,315.34166999999997,211.52015999999998,264.70551,129.58427,47.040049999999994,464.9202,482.97704,562.82512,221.71653,187.03984000000003,188.47127999999998,487.76651,296.07052,528.1185,603.56801,379.10455
7,218.87945000000002,60.142450000000004,35.70692,278.74187,261.37111000000004,210.97778,247.57208,107.2017,41.01615999999999,433.22543,484.89937999999995,551.79538,211.89679999999998,180.75999,149.97837,392.24437,264.24768,490.8303,521.66674,286.32122
8,147.77382,26.531799999999997,23.09242,120.83549,151.74102,165.49774,214.62699,82.82087999999999,23.666919999999998,313.56294,458.84729000000004,411.04558999999995,179.17116000000001,160.37608,124.29829999999998,319.3142400000001,238.06968,388.72162,481.74891999999994,131.45810999999998
9,131.57863,24.584459999999996,23.535960000000003,117.50107,141.17526999999998,147.71597,198.41897,78.67851999999999,20.05891,273.33577,440.58183,356.20542,150.03358,154.83315000000002,116.28741999999998,301.76434,235.2288,345.0609400000001,481.1173,119.94584
