,pv_dirEn,pv_opCO2,pv_dirMR,pv_emCO2,pv_eTrans
0,147.05882352941177,11627.906976744187,73529.41176470589,56250.0,735.2941176470588
1,144.17531718569782,10816.65765278529,0.0,0.0,720.876585928489
2,141.34835018205666,10062.007118870039,0.0,0.0,706.7417509102833
3,138.57681390397713,9360.006622204686,0.0,0.0,692.8840695198857
4,135.85962147448737,8706.982904376453,0.0,0.0,679.2981073724369
5,133.1957073279288,8099.518980815305,0.0,0.0,665.978536639644
6,130.58402679208706,7534.43626122354,0.0,0.0,652.9201339604354
7,128.02355567851671,7008.777917417247,0.0,0.0,640.1177783925835
8,125.51328988089874,6519.793411550928,0.0,0.0,627.5664494044937
9,123.05224498127328,6064.924103768305,0.0,0.0,615.2612249063664
10,120.6394558639934,5641.789863970517,0.0,0.0,603.197279319967
11,118.27397633724844,5248.176617646993,0.0,0.0,591.3698816862421
12,115.95487876200826,4882.024760601854,0.0,0.0,579.7743938100413
13,113.6812536882434,4541.418381955214,0.0,0.0,568.406268441217
14,111.45220949827784,4224.575239028105,0.0,0.0,557.2610474913891
15,109.26687205713513,3929.8374316540517,5463.343602856757,5625.0,546.3343602856756
16,107.12438436974033,3655.662727120048,0.0,0.0,535.6219218487016
17,105.02390624484345,3400.616490344231,0.0,0.0,525.1195312242172
18,102.96461396553279,3163.3641770644012,0.0,0.0,514.823069827664
19,100.94569996620862,2942.6643507575823,0.0,0.0,504.72849983104305
20,98.96637251589081,2737.3621867512393,0.0,0.0,494.831862579454
21,97.02585540773607,2546.383429536037,0.0,0.0,485.1292770386804
22,95.12338765464321,2368.7287716614296,0.0,0.0,475.616938273216
23,93.25822319082667,2203.46862480133,0.0,0.0,466.2911159541334
24,91.42963057924183,2049.7382556291445,0.0,0.0,457.1481528962092
25,89.6368927247469,1906.733261050367,0.0,0.0,448.18446362373453
26,87.87930659288911,1773.7053591166205,0.0,0.0,439.39653296444556
27,86.156182934205,1649.9584735968563,0.0,0.0,430.780914671025
28,84.46684601392649,1534.845091718006,0.0,0.0,422.3342300696324
29,82.81063334698673,1427.76287601675,0.0,0.0,414.0531667349337
30,81.1868954382223,1328.1515125737208,4059.3447719111145,5625.0,405.93447719111145
31,79.59499552766891,1235.489779138345,0.0,0.0,397.9749776383446
32,78.03430934085188,1149.2928178031116,0.0,0.0,390.1715467042594
33,76.50422484397242,1069.109597956383,0.0,0.0,382.52112421986214
34,75.00414200389453,994.5205562384958,0.0,0.0,375.0207100194727
35,73.53347255283778,925.1354011520892,0.0,0.0,367.6673627641889
36,72.09163975768409,860.5910708391527,0.0,0.0,360.4581987884205
37,70.67807819380795,800.5498333387468,0.0,0.0,353.3903909690397
38,69.29223352334112,744.6975193848808,0.0,0.0,346.4611676167056
39,67.93356227778541,692.7418784975636,0.0,0.0,339.667811388927
40,66.60153164488764,644.4110497651754,0.0,0.0,333.0076582244382
41,65.29561925969378,599.4521393164422,0.0,0.0,326.47809629846887
42,64.01531299969977,557.629897038551,0.0,0.0,320.07656499849884
43,62.76011078401939,518.7254856172567,0.0,0.0,313.80055392009695
44,61.52952037648959,482.5353354579133,0.0,0.0,307.64760188244793
45,60.323059192636855,448.8700794957333,3016.152959631843,5625.0,301.6152959631843
46,59.140254110428295,417.55356232161233,0.0,0.0,295.70127055214147
47,57.980641284733615,388.42191843870927,0.0,0.0,289.90320642366805
48,56.843765965425106,361.32271482670626,0.0,0.0,284.21882982712555
49,55.72918231904423,336.1141533271686,0.0,0.0,278.64591159522115
50,54.63645325396492,312.66432867643596,0.0,0.0,273.18226626982465
51,53.56515024898522,290.8505383036613,0.0,0.0,267.8257512449261
52,52.514853185279634,270.55864028247566,0.0,0.0,262.57426592639814
53,51.48515018164669,251.6824560767216,0.0,0.0,257.42575090823345
54,50.47563743298695,234.12321495508985,0.0,0.0,252.37818716493476
55,49.48591905194799,217.78903716752546,0.0,0.0,247.42959525973995
56,48.5156069136745,202.59445317909345,0.0,0.0,242.57803456837252
57,47.56432050360245,188.45995644566833,0.0,0.0,237.82160251801224
58,46.6316867682377,175.3115873913194,0.0,0.0,233.1584338411885
59,45.717339968860486,163.08054641052965,0.0,0.0,228.58669984430242
60,44.82092153809852,151.70283387026018,2988.0614358732346,7500.0,224.10460769049257
61,43.94207993931227,141.118915228149,0.0,0.0,219.71039969656135
62,43.08047052873752,131.27340951455722,0.0,0.0,215.4023526436876
63,42.2357554203309,122.11479954842531,0.0,0.0,211.1787771016545
64,41.407603353265586,113.5951623706282,0.0,0.0,207.03801676632793
65,40.595689562025086,105.66991848430531,0.0,0.0,202.97844781012543
66,39.7996956490442,98.29759859005146,0.0,0.0,198.998478245221
67,39.01930945984725,91.43962659539672,0.0,0.0,195.09654729923628
68,38.25422496063456,85.06011776315972,0.0,0.0,191.2711248031728
69,37.50414211826918,79.12569094247417,0.0,0.0,187.52071059134587
